[Measurement conditions]
Sample identification,
22.33750,71.0
22.36250,44.0
22.38750,49.0
22.41250,70.0
22.43750,75.0
22.46250,62.0
22.48750,68.0
22.51250,74.0
22.53750,60.0
22.56250,62.0
22.58750,47.0
22.61250,63.0
22.63750,67.0
22.66250,65.0
22.68750,58.0
22.71250,70.0
22.73750,67.0
22.76250,62.0
22.78750,55.0
22.81250,73.0
22.83750,58.0
22.86250,70.0
22.88750,59.0
22.91250,55.0
22.93750,62.0
22.96250,59.0
22.98750,59.0
23.01250,57.0
23.03750,57.0
23.06250,59.0
23.08750,56.0
23.11250,73.0
23.13750,55.0
23.16250,58.0
23.18750,59.0
23.21250,61.0
23.23750,54.0
23.26250,53.0
23.28750,79.0
23.31250,55.0
23.33750,66.0
23.36250,62.0
23.38750,58.0
23.41250,64.0
23.43750,70.0
23.46250,52.0
23.48750,59.0
23.51250,46.0
23.53750,54.0
23.56250,75.0
23.58750,73.0
23.61250,56.0
23.63750,64.0
23.66250,51.0
23.68750,48.0
23.71250,57.0
23.73750,58.0
23.76250,66.0
23.78750,76.0
23.81250,65.0
23.83750,62.0
23.86250,53.0
23.88750,54.0
23.91250,65.0
23.93750,60.0
23.96250,67.0
23.98750,58.0
24.01250,62.0
24.03750,36.0
24.06250,63.0
24.08750,51.0
24.11250,56.0
24.13750,47.0
24.16250,60.0
24.18750,70.0
24.21250,55.0
24.23750,58.0
24.26250,51.0
24.28750,50.0
24.31250,58.0
24.33750,64.0
24.36250,47.0
24.38750,59.0
24.41250,55.0
24.43750,77.0
24.46250,71.0
24.48750,59.0
24.51250,57.0
24.53750,65.0
24.56250,70.0
24.58750,71.0
24.61250,49.0
24.63750,60.0
24.66250,57.0
24.68750,55.0
24.71250,75.0
24.73750,56.0
24.76250,58.0
24.78750,53.0
24.81250,67.0
24.83750,43.0
24.86250,62.0
24.88750,71.0
24.91250,54.0
24.93750,42.0
24.96250,54.0
24.98750,60.0
25.01250,71.0
25.03750,55.0
25.06250,59.0
25.08750,59.0
25.11250,59.0
25.13750,56.0
25.16250,58.0
25.18750,65.0
25.21250,63.0
25.23750,50.0
25.26250,51.0
25.28750,67.0
25.31250,53.0
25.33750,56.0
25.36250,52.0
25.38750,58.0
25.41250,49.0
25.43750,52.0
25.46250,60.0
25.48750,44.0
25.51250,51.0
25.53750,70.0
25.56250,56.0
25.58750,62.0
25.61250,50.0
25.63750,59.0
25.66250,53.0
25.68750,61.0
25.71250,58.0
25.73750,56.0
25.76250,55.0
25.78750,45.0
25.81250,52.0
25.83750,58.0
25.86250,57.0
25.88750,57.0
25.91250,54.0
25.93750,58.0
25.96250,57.0
25.98750,67.0
26.01250,58.0
26.03750,67.0
26.06250,68.0
26.08750,52.0
26.11250,52.0
26.13750,51.0
26.16250,57.0
26.18750,46.0
26.21250,45.0
26.23750,53.0
26.26250,59.0
26.28750,58.0
26.31250,66.0
26.33750,56.0
26.36250,54.0
26.38750,67.0
26.41250,50.0
26.43750,59.0
26.46250,56.0
26.48750,57.0
26.51250,56.0
26.53750,50.0
26.56250,55.0
26.58750,57.0
26.61250,62.0
26.63750,48.0
26.66250,65.0
26.68750,38.0
26.71250,66.0
26.73750,58.0
26.76250,55.0
26.78750,60.0
26.81250,49.0
26.83750,45.0
26.86250,57.0
26.88750,52.0
26.91250,43.0
26.93750,46.0
26.96250,52.0
26.98750,53.0
27.01250,63.0
27.03750,29.0
27.06250,45.0
27.08750,58.0
27.11250,58.0
27.13750,45.0
27.16250,50.0
27.18750,48.0
27.21250,41.0
27.23750,54.0
27.26250,59.0
27.28750,47.0
27.31250,51.0
27.33750,56.0
27.36250,59.0
27.38750,53.0
27.41250,55.0
27.43750,45.0
27.46250,41.0
27.48750,50.0
27.51250,48.0
27.53750,51.0
27.56250,42.0
27.58750,53.0
27.61250,54.0
27.63750,53.0
27.66250,48.0
27.68750,63.0
27.71250,51.0
27.73750,55.0
27.76250,53.0
27.78750,57.0
27.81250,35.0
27.83750,45.0
27.86250,42.0
27.88750,57.0
27.91250,40.0
27.93750,45.0
27.96250,42.0
27.98750,51.0
28.01250,52.0
28.03750,55.0
28.06250,50.0
28.08750,50.0
28.11250,51.0
28.13750,49.0
28.16250,47.0
28.18750,55.0
28.21250,51.0
28.23750,59.0
28.26250,43.0
28.28750,51.0
28.31250,52.0
28.33750,59.0
28.36250,59.0
28.38750,66.0
28.41250,56.0
28.43750,59.0
28.46250,41.0
28.48750,40.0
28.51250,52.0
28.53750,45.0
28.56250,56.0
28.58750,54.0
28.61250,39.0
28.63750,45.0
28.66250,69.0
28.68750,49.0
28.71250,43.0
28.73750,50.0
28.76250,54.0
28.78750,50.0
28.81250,46.0
28.83750,52.0
28.86250,54.0
28.88750,44.0
28.91250,45.0
28.93750,49.0
28.96250,57.0
28.98750,46.0
29.01250,51.0
29.03750,56.0
29.06250,48.0
29.08750,48.0
29.11250,54.0
29.13750,53.0
29.16250,37.0
29.18750,43.0
29.21250,50.0
29.23750,35.0
29.26250,56.0
29.28750,46.0
29.31250,56.0
29.33750,52.0
29.36250,57.0
29.38750,53.0
29.41250,48.0
29.43750,47.0
29.46250,51.0
29.48750,57.0
29.51250,62.0
29.53750,56.0
29.56250,51.0
29.58750,55.0
29.61250,50.0
29.63750,47.0
29.66250,33.0
29.68750,53.0
29.71250,52.0
29.73750,56.0
29.76250,37.0
29.78750,44.0
29.81250,54.0
29.83750,48.0
29.86250,50.0
29.88750,48.0
29.91250,55.0
29.93750,52.0
29.96250,61.0
29.98750,45.0
30.01250,51.0
30.03750,69.0
30.06250,49.0
30.08750,48.0
30.11250,58.0
30.13750,44.0
30.16250,53.0
30.18750,64.0
30.21250,43.0
30.23750,49.0
30.26250,62.0
30.28750,46.0
30.31250,58.0
30.33750,49.0
30.36250,50.0
30.38750,60.0
30.41250,43.0
30.43750,51.0
30.46250,53.0
30.48750,60.0
30.51250,39.0
30.53750,47.0
30.56250,45.0
30.58750,48.0
30.61250,41.0
30.63750,56.0
30.66250,49.0
30.68750,56.0
30.71250,46.0
30.73750,56.0
30.76250,45.0
30.78750,39.0
30.81250,48.0
30.83750,49.0
30.86250,52.0
30.88750,58.0
30.91250,47.0
30.93750,39.0
30.96250,50.0
30.98750,48.0
31.01250,51.0
31.03750,66.0
31.06250,58.0
31.08750,56.0
31.11250,43.0
31.13750,48.0
31.16250,61.0
31.18750,54.0
31.21250,43.0
31.23750,46.0
31.26250,52.0
31.28750,52.0
31.31250,58.0
31.33750,53.0
31.36250,63.0
31.38750,45.0
31.41250,40.0
31.43750,37.0
31.46250,41.0
31.48750,55.0
31.51250,61.0
31.53750,48.0
31.56250,55.0
31.58750,46.0
31.61250,56.0
31.63750,58.0
31.66250,50.0
31.68750,47.0
31.71250,52.0
31.73750,44.0
31.76250,60.0
31.78750,42.0
31.81250,57.0
31.83750,50.0
31.86250,59.0
31.88750,63.0
31.91250,45.0
31.93750,41.0
31.96250,48.0
31.98750,46.0
32.01250,48.0
32.03750,45.0
32.06250,57.0
32.08750,36.0
32.11250,48.0
32.13750,53.0
32.16250,51.0
32.18750,44.0
32.21250,55.0
32.23750,60.0
32.26250,42.0
32.28750,45.0
32.31250,57.0
32.33750,50.0
32.36250,42.0
32.38750,71.0
32.41250,47.0
32.43750,50.0
32.46250,48.0
32.48750,49.0
32.51250,56.0
32.53750,54.0
32.56250,50.0
32.58750,54.0
32.61250,70.0
32.63750,64.0
32.66250,49.0
32.68750,58.0
32.71250,46.0
32.73750,57.0
32.76250,52.0
32.78750,49.0
32.81250,53.0
32.83750,49.0
32.86250,52.0
32.88750,46.0
32.91250,55.0
32.93750,52.0
32.96250,44.0
32.98750,52.0
33.01250,54.0
33.03750,39.0
33.06250,60.0
33.08750,54.0
33.11250,45.0
33.13750,58.0
33.16250,50.0
33.18750,62.0
33.21250,45.0
33.23750,61.0
33.26250,49.0
33.28750,51.0
33.31250,45.0
33.33750,70.0
33.36250,45.0
33.38750,48.0
33.41250,59.0
33.43750,47.0
33.46250,62.0
33.48750,44.0
33.51250,57.0
33.53750,46.0
33.56250,53.0
33.58750,56.0
33.61250,55.0
33.63750,52.0
33.66250,51.0
33.68750,36.0
33.71250,47.0
33.73750,49.0
33.76250,55.0
33.78750,50.0
33.81250,40.0
33.83750,52.0
33.86250,51.0
33.88750,49.0
33.91250,51.0
33.93750,48.0
33.96250,48.0
33.98750,29.0
34.01250,45.0
34.03750,50.0
34.06250,38.0
34.08750,51.0
34.11250,33.0
34.13750,57.0
34.16250,62.0
34.18750,61.0
34.21250,65.0
34.23750,45.0
34.26250,52.0
34.28750,46.0
34.31250,59.0
34.33750,50.0
34.36250,45.0
34.38750,52.0
34.41250,48.0
34.43750,69.0
34.46250,34.0
34.48750,54.0
34.51250,46.0
34.53750,46.0
34.56250,46.0
34.58750,48.0
34.61250,65.0
34.63750,56.0
34.66250,55.0
34.68750,56.0
34.71250,52.0
34.73750,60.0
34.76250,49.0
34.78750,54.0
34.81250,53.0
34.83750,59.0
34.86250,41.0
34.88750,69.0
34.91250,54.0
34.93750,54.0
34.96250,52.0
34.98750,57.0
35.01250,63.0
35.03750,57.0
35.06250,47.0
35.08750,48.0
35.11250,61.0
35.13750,55.0
35.16250,59.0
35.18750,44.0
35.21250,48.0
35.23750,65.0
35.26250,64.0
35.28750,64.0
35.31250,62.0
35.33750,59.0
35.36250,72.0
35.38750,64.0
35.41250,63.0
35.43750,57.0
35.46250,79.0
35.48750,74.0
35.51250,72.0
35.53750,82.0
35.56250,80.0
35.58750,102.0
35.61250,87.0
35.63750,82.0
35.66250,107.0
35.68750,124.0
35.71250,125.0
35.73750,162.0
35.76250,151.0
35.78750,188.0
35.81250,229.0
35.83750,252.0
35.86250,290.0
35.88750,371.0
35.91250,439.0
35.93750,496.0
35.96250,565.0
35.98750,598.0
36.01250,703.0
36.03750,764.0
36.06250,853.0
36.08750,833.0
36.11250,899.0
36.13750,886.0
36.16250,820.0
36.18750,869.0
36.21250,729.0
36.23750,695.0
36.26250,683.0
36.28750,560.0
36.31250,471.0
36.33750,463.0
36.36250,412.0
36.38750,362.0
36.41250,280.0
36.43750,247.0
36.46250,221.0
36.48750,187.0
36.51250,161.0
36.53750,137.0
36.56250,134.0
36.58750,120.0
36.61250,113.0
36.63750,99.0
36.66250,98.0
36.68750,75.0
36.71250,87.0
36.73750,82.0
36.76250,64.0
36.78750,80.0
36.81250,85.0
36.83750,84.0
36.86250,69.0
36.88750,49.0
36.91250,74.0
36.93750,68.0
36.96250,75.0
36.98750,68.0
37.01250,52.0
37.03750,69.0
37.06250,62.0
37.08750,59.0
37.11250,53.0
37.13750,52.0
37.16250,67.0
37.18750,68.0
37.21250,54.0
37.23750,71.0
37.26250,57.0
37.28750,70.0
37.31250,67.0
37.33750,64.0
37.36250,78.0
37.38750,52.0
37.41250,75.0
37.43750,80.0
37.46250,68.0
37.48750,81.0
37.51250,60.0
37.53750,66.0
37.56250,66.0
37.58750,77.0
37.61250,86.0
37.63750,85.0
37.66250,97.0
37.68750,77.0
37.71250,113.0
37.73750,85.0
37.76250,84.0
37.78750,100.0
37.81250,119.0
37.83750,119.0
37.86250,112.0
37.88750,120.0
37.91250,106.0
37.93750,113.0
37.96250,122.0
37.98750,109.0
38.01250,124.0
38.03750,105.0
38.06250,117.0
38.08750,122.0
38.11250,96.0
38.13750,102.0
38.16250,84.0
38.18750,91.0
38.21250,88.0
38.23750,101.0
38.26250,90.0
38.28750,83.0
38.31250,121.0
38.33750,100.0
38.36250,72.0
38.38750,88.0
38.41250,96.0
38.43750,102.0
38.46250,86.0
38.48750,97.0
38.51250,81.0
38.53750,74.0
38.56250,76.0
38.58750,96.0
38.61250,82.0
38.63750,80.0
38.66250,99.0
38.68750,79.0
38.71250,94.0
38.73750,89.0
38.76250,77.0
38.78750,80.0
38.81250,94.0
38.83750,115.0
38.86250,100.0
38.88750,101.0
38.91250,102.0
38.93750,111.0
38.96250,99.0
38.98750,113.0
39.01250,148.0
39.03750,115.0
39.06250,141.0
39.08750,174.0
39.11250,159.0
39.13750,201.0
39.16250,220.0
39.18750,226.0
39.21250,273.0
39.23750,305.0
39.26250,325.0
39.28750,345.0
39.31250,372.0
39.33750,373.0
39.36250,416.0
39.38750,379.0
39.41250,364.0
39.43750,411.0
39.46250,405.0
39.48750,409.0
39.51250,384.0
39.53750,419.0
39.56250,432.0
39.58750,421.0
39.61250,470.0
39.63750,459.0
39.66250,549.0
39.68750,526.0
39.71250,571.0
39.73750,570.0
39.76250,601.0
39.78750,608.0
39.81250,638.0
39.83750,669.0
39.86250,714.0
39.88750,730.0
39.91250,673.0
39.93750,672.0
39.96250,678.0
39.98750,625.0
40.01250,606.0
40.03750,578.0
40.06250,509.0
40.08750,461.0
40.11250,454.0
40.13750,442.0
40.16250,370.0
40.18750,326.0
40.21250,328.0
40.23750,294.0
40.26250,263.0
40.28750,257.0
40.31250,206.0
40.33750,249.0
40.36250,190.0
40.38750,212.0
40.41250,193.0
40.43750,176.0
40.46250,192.0
40.48750,187.0
40.51250,192.0
40.53750,176.0
40.56250,175.0
40.58750,184.0
40.61250,199.0
40.63750,189.0
40.66250,207.0
40.68750,229.0
40.71250,252.0
40.73750,273.0
40.76250,292.0
40.78750,332.0
40.81250,401.0
40.83750,431.0
40.86250,487.0
40.88750,585.0
40.91250,680.0
40.93750,798.0
40.96250,934.0
40.98750,1062.0
41.01250,1198.0
41.03750,1358.0
41.06250,1495.0
41.08750,1592.0
41.11250,1802.0
41.13750,1910.0
41.16250,1902.0
41.18750,2018.0
41.21250,1973.0
41.23750,1888.0
41.26250,1824.0
41.28750,1733.0
41.31250,1531.0
41.33750,1450.0
41.36250,1299.0
41.38750,1146.0
41.41250,1029.0
41.43750,888.0
41.46250,771.0
41.48750,685.0
41.51250,582.0
41.53750,534.0
41.56250,426.0
41.58750,398.0
41.61250,333.0
41.63750,285.0
41.66250,254.0
41.68750,245.0
41.71250,228.0
41.73750,187.0
41.76250,187.0
41.78750,174.0
41.81250,132.0
41.83750,136.0
41.86250,122.0
41.88750,125.0
41.91250,111.0
41.93750,111.0
41.96250,100.0
41.98750,117.0
42.01250,98.0
42.03750,80.0
42.06250,76.0
42.08750,96.0
42.11250,84.0
42.13750,69.0
42.16250,71.0
42.18750,69.0
42.21250,75.0
42.23750,65.0
42.26250,82.0
42.28750,74.0
42.31250,79.0
42.33750,51.0
42.36250,64.0
42.38750,73.0
42.41250,55.0
42.43750,66.0
42.46250,60.0
42.48750,61.0
42.51250,58.0
42.53750,67.0
42.56250,56.0
42.58750,68.0
42.61250,57.0
42.63750,55.0
42.66250,62.0
42.68750,54.0
42.71250,46.0
42.73750,53.0
42.76250,53.0
42.78750,60.0
42.81250,51.0
42.83750,80.0
42.86250,58.0
42.88750,60.0
42.91250,49.0
42.93750,55.0
42.96250,67.0
42.98750,59.0
43.01250,63.0
43.03750,61.0
43.06250,68.0
43.08750,56.0
43.11250,80.0
43.13750,87.0
43.16250,66.0
43.18750,73.0
43.21250,74.0
43.23750,78.0
43.26250,78.0
43.28750,103.0
43.31250,93.0
43.33750,105.0
43.36250,115.0
43.38750,100.0
43.41250,116.0
43.43750,135.0
43.46250,109.0
43.48750,120.0
43.51250,119.0
43.53750,139.0
43.56250,123.0
43.58750,154.0
43.61250,136.0
43.63750,119.0
43.66250,124.0
43.68750,113.0
43.71250,120.0
43.73750,117.0
43.76250,122.0
43.78750,100.0
43.81250,94.0
43.83750,100.0
43.86250,102.0
43.88750,81.0
43.91250,81.0
43.93750,72.0
43.96250,75.0
43.98750,95.0
44.01250,75.0
44.03750,67.0
44.06250,78.0
44.08750,54.0
44.11250,61.0
44.13750,58.0
44.16250,47.0
44.18750,71.0
44.21250,39.0
44.23750,73.0
44.26250,58.0
44.28750,54.0
44.31250,60.0
44.33750,40.0
44.36250,48.0
44.38750,45.0
44.41250,42.0
44.43750,50.0
44.46250,52.0
44.48750,51.0
44.51250,48.0
44.53750,42.0
44.56250,39.0
44.58750,39.0
44.61250,43.0
44.63750,45.0
44.66250,43.0
44.68750,49.0
44.71250,37.0
44.73750,45.0
44.76250,42.0
44.78750,50.0
44.81250,46.0
44.83750,42.0
44.86250,34.0
44.88750,42.0
44.91250,42.0
44.93750,35.0
44.96250,38.0
44.98750,33.0
45.01250,43.0
45.03750,38.0
45.06250,36.0
45.08750,51.0
45.11250,48.0
45.13750,30.0
45.16250,36.0
45.18750,27.0
45.21250,40.0
45.23750,46.0
45.26250,35.0
45.28750,32.0
45.31250,42.0
45.33750,31.0
45.36250,47.0
45.38750,35.0
45.41250,35.0
45.43750,36.0
45.46250,37.0
45.48750,35.0
45.51250,31.0
45.53750,44.0
45.56250,36.0
45.58750,46.0
45.61250,40.0
45.63750,41.0
45.66250,39.0
45.68750,24.0
45.71250,31.0
45.73750,34.0
45.76250,26.0
45.78750,44.0
45.81250,27.0
45.83750,29.0
45.86250,44.0
45.88750,32.0
45.91250,28.0
45.93750,29.0
45.96250,33.0
45.98750,33.0
46.01250,38.0
46.03750,43.0
46.06250,30.0
46.08750,36.0
46.11250,38.0
46.13750,33.0
46.16250,39.0
46.18750,43.0
46.21250,25.0
46.23750,30.0
46.26250,40.0
46.28750,45.0
46.31250,41.0
46.33750,28.0
46.36250,30.0
46.38750,35.0
46.41250,33.0
46.43750,29.0
46.46250,37.0
46.48750,32.0
46.51250,33.0
46.53750,43.0
46.56250,34.0
46.58750,32.0
46.61250,37.0
46.63750,31.0
46.66250,27.0
46.68750,38.0
46.71250,33.0
46.73750,41.0
46.76250,34.0
46.78750,33.0
46.81250,39.0
46.83750,32.0
46.86250,37.0
46.88750,29.0
46.91250,34.0
46.93750,40.0
46.96250,18.0
46.98750,24.0
47.01250,26.0
47.03750,34.0
47.06250,26.0
47.08750,29.0
47.11250,39.0
47.13750,32.0
47.16250,33.0
47.18750,26.0
47.21250,32.0
47.23750,24.0
47.26250,36.0
47.28750,35.0
47.31250,25.0
47.33750,36.0
47.36250,28.0
47.38750,36.0
47.41250,36.0
47.43750,28.0
47.46250,21.0
47.48750,32.0
47.51250,44.0
47.53750,31.0
47.56250,25.0
47.58750,19.0
47.61250,45.0
47.63750,30.0
47.66250,33.0
47.68750,31.0
47.71250,32.0
47.73750,28.0
47.76250,31.0
47.78750,35.0
47.81250,33.0
47.83750,19.0
47.86250,31.0
47.88750,21.0
47.91250,26.0
47.93750,26.0
47.96250,26.0
47.98750,26.0
48.01250,26.0
48.03750,27.0
48.06250,29.0
48.08750,22.0
48.11250,34.0
48.13750,32.0
48.16250,33.0
48.18750,32.0
48.21250,37.0
48.23750,39.0
48.26250,30.0
48.28750,24.0
48.31250,38.0
48.33750,36.0
48.36250,31.0
48.38750,23.0
48.41250,18.0
48.43750,40.0
48.46250,27.0
48.48750,31.0
48.51250,27.0
48.53750,22.0
48.56250,26.0
48.58750,21.0
48.61250,19.0
48.63750,27.0
48.66250,30.0
48.68750,45.0
48.71250,37.0
48.73750,37.0
48.76250,35.0
48.78750,32.0
48.81250,39.0
48.83750,35.0
48.86250,27.0
48.88750,34.0
48.91250,27.0
48.93750,37.0
48.96250,31.0
48.98750,28.0
49.01250,46.0
49.03750,22.0
49.06250,23.0
49.08750,27.0
49.11250,32.0
49.13750,23.0
49.16250,31.0
49.18750,25.0
49.21250,40.0
49.23750,32.0
49.26250,21.0
49.28750,28.0
49.31250,18.0
49.33750,36.0
49.36250,26.0
49.38750,31.0
49.41250,34.0
49.43750,22.0
49.46250,27.0
49.48750,36.0
49.51250,24.0
49.53750,29.0
49.56250,28.0
49.58750,26.0
49.61250,23.0
49.63750,30.0
49.66250,27.0
49.68750,35.0
49.71250,32.0
49.73750,26.0
49.76250,19.0
49.78750,28.0
49.81250,22.0
49.83750,21.0
49.86250,31.0
49.88750,29.0
49.91250,24.0
49.93750,33.0
49.96250,30.0
49.98750,23.0
50.01250,23.0
50.03750,27.0
50.06250,26.0
50.08750,43.0
50.11250,26.0
50.13750,36.0
50.16250,33.0
50.18750,30.0
50.21250,25.0
50.23750,22.0
50.26250,24.0
50.28750,25.0
50.31250,22.0
50.33750,19.0
50.36250,33.0
50.38750,24.0
50.41250,28.0
50.43750,26.0
50.46250,27.0
50.48750,27.0
50.51250,30.0
50.53750,23.0
50.56250,29.0
50.58750,29.0
50.61250,35.0
50.63750,36.0
50.66250,37.0
50.68750,30.0
50.71250,26.0
50.73750,35.0
50.76250,34.0
50.78750,36.0
50.81250,25.0
50.83750,30.0
50.86250,26.0
50.88750,32.0
50.91250,24.0
50.93750,30.0
50.96250,33.0
50.98750,28.0
51.01250,25.0
51.03750,24.0
51.06250,33.0
51.08750,22.0
51.11250,23.0
51.13750,26.0
51.16250,33.0
51.18750,28.0
51.21250,34.0
51.23750,25.0
51.26250,37.0
51.28750,25.0
51.31250,28.0
51.33750,29.0
51.36250,28.0
51.38750,26.0
51.41250,31.0
51.43750,45.0
51.46250,36.0
51.48750,36.0
51.51250,31.0
51.53750,36.0
51.56250,27.0
51.58750,34.0
51.61250,35.0
51.63750,23.0
51.66250,28.0
51.68750,32.0
51.71250,34.0
51.73750,31.0
51.76250,29.0
51.78750,30.0
51.81250,26.0
51.83750,27.0
51.86250,32.0
51.88750,34.0
51.91250,31.0
51.93750,33.0
51.96250,39.0
51.98750,30.0
52.01250,28.0
52.03750,21.0
52.06250,31.0
52.08750,45.0
52.11250,30.0
52.13750,38.0
52.16250,39.0
52.18750,26.0
52.21250,30.0
52.23750,31.0
52.26250,32.0
52.28750,34.0
52.31250,33.0
52.33750,36.0
52.36250,45.0
52.38750,41.0
52.41250,33.0
52.43750,37.0
52.46250,29.0
52.48750,42.0
52.51250,30.0
52.53750,38.0
52.56250,36.0
52.58750,33.0
52.61250,28.0
52.63750,27.0
52.66250,28.0
52.68750,28.0
52.71250,32.0
52.73750,32.0
52.76250,34.0
52.78750,24.0
52.81250,36.0
52.83750,42.0
52.86250,28.0
52.88750,37.0
52.91250,21.0
52.93750,36.0
52.96250,34.0
52.98750,33.0
53.01250,41.0
53.03750,33.0
53.06250,30.0
53.08750,32.0
53.11250,38.0
53.13750,30.0
53.16250,38.0
53.18750,39.0
53.21250,37.0
53.23750,41.0
53.26250,41.0
53.28750,36.0
53.31250,40.0
53.33750,34.0
53.36250,49.0
53.38750,45.0
53.41250,37.0
53.43750,51.0
53.46250,55.0
53.48750,62.0
53.51250,67.0
53.53750,73.0
53.56250,93.0
53.58750,82.0
53.61250,96.0
53.63750,130.0
53.66250,130.0
53.68750,166.0
53.71250,183.0
53.73750,196.0
53.76250,237.0
53.78750,265.0
53.81250,270.0
53.83750,321.0
53.86250,344.0
53.88750,376.0
53.91250,408.0
53.93750,417.0
53.96250,412.0
53.98750,457.0
54.01250,396.0
54.03750,382.0
54.06250,402.0
54.08750,371.0
54.11250,357.0
54.13750,313.0
54.16250,290.0
54.18750,265.0
54.21250,244.0
54.23750,233.0
54.26250,195.0
54.28750,195.0
54.31250,146.0
54.33750,145.0
54.36250,130.0
54.38750,126.0
54.41250,90.0
54.43750,92.0
54.46250,90.0
54.48750,83.0
54.51250,68.0
54.53750,67.0
54.56250,59.0
54.58750,54.0
54.61250,58.0
54.63750,49.0
54.66250,42.0
54.68750,44.0
54.71250,49.0
54.73750,46.0
54.76250,51.0
54.78750,51.0
54.81250,44.0
54.83750,52.0
54.86250,40.0
54.88750,50.0
54.91250,33.0
54.93750,45.0
54.96250,39.0
54.98750,44.0
55.01250,31.0
55.03750,43.0
55.06250,40.0
55.08750,39.0
55.11250,44.0
55.13750,39.0
55.16250,32.0
55.18750,37.0
55.21250,41.0
55.23750,44.0
55.26250,44.0
55.28750,34.0
55.31250,38.0
55.33750,35.0
55.36250,49.0
55.38750,36.0
55.41250,34.0
55.43750,41.0
55.46250,36.0
55.48750,58.0
55.51250,48.0
55.53750,43.0
55.56250,65.0
55.58750,44.0
55.61250,52.0
55.63750,40.0
55.66250,48.0
55.68750,50.0
55.71250,48.0
55.73750,41.0
55.76250,43.0
55.78750,54.0
55.81250,45.0
55.83750,42.0
55.86250,54.0
55.88750,64.0
55.91250,58.0
55.93750,52.0
55.96250,56.0
55.98750,45.0
56.01250,67.0
56.03750,71.0
56.06250,48.0
56.08750,73.0
56.11250,54.0
56.13750,69.0
56.16250,59.0
56.18750,56.0
56.21250,72.0
56.23750,74.0
56.26250,57.0
56.28750,63.0
56.31250,78.0
56.33750,67.0
56.36250,76.0
56.38750,80.0
56.41250,69.0
56.43750,81.0
56.46250,78.0
56.48750,77.0
56.51250,80.0
56.53750,77.0
56.56250,105.0
56.58750,92.0
56.61250,115.0
56.63750,106.0
56.66250,125.0
56.68750,103.0
56.71250,116.0
56.73750,129.0
56.76250,114.0
56.78750,133.0
56.81250,148.0
56.83750,192.0
56.86250,167.0
56.88750,193.0
56.91250,166.0
56.93750,192.0
56.96250,200.0
56.98750,183.0
57.01250,227.0
57.03750,243.0
57.06250,229.0
57.08750,272.0
57.11250,221.0
57.13750,224.0
57.16250,263.0
