,Ag2Se,Ag2Se.1,Ag2Se.2,Ag2Se.3,Ag2Se.4,Ag2Se.5,Ag2Se.6,Ag2Se.7,Ag2Se.8,Ag2Se.9,Ag2Se.10,Ag2Se.11,Ag2Se.12,Ag2Se.13,Ag2Se.14,Ag2Se.15,Ag2Se.16,Ag2Se.17,Ag2Se.18,Ag2Se.19,Ag2Se.20,Ag2Se.21,Ag2Se.22,Ag2Se.23,Ag2Se.24,AgSe,AgSe.1,AgSe.2,AgSe.3,AgSe.4,AgSe.5,AgSe.6,AgSe.7,Cu2Se,Cu2Se.1,Cu2Se.2,Cu2Se.3,CuSe,CuSe.1,CuSe.2,CuSe.3,CuSe.4,CuSe.5,Si,Si.1,Si.2,Si.3,Si.4,Si.5,Si.6,Si.7,Si.8,Si.9,Si.10,Si.11,Si.12,Si.13,Si.14,Si.15,Si.16,Si.17,Si.18,Si.19,Si.20,Si.21,Si.22,Si.23,Si.24,TiN,TiN.1,TiN.2,TiN.3,TiN.4,TiN.5,TiN.6,TiN.7,TiN.8,TiN.9,TiN.10,TiN.11,TiN.12,TiN.13,Ti,Ti.1,Ti.2,Ti.3,Ti.4,Ti.5,Ti.6,Ti.7,Ti.8,Ti.9
0,0.5756786616735865,0.7006616544432485,0.7700107255731974,0.7012680367712938,0.6891538534098144,0.6951780076930687,0.6934786480859687,0.7049741003778623,0.6856941107854904,0.6496918040023358,0.6176669456192049,0.6220296777424711,0.6823101518200374,0.7036964632940186,0.6885242284849865,0.6808163236989303,0.5114293640097258,0.5187663495615742,0.6140070968105764,0.5820718778810025,0.5735893774455593,0.601373008266465,0.6036807950964999,0.5748187777292663,0.7768218379726417,0.4532990477688571,0.4795915394103727,0.5225243930657079,0.4754961521594661,0.4537619550989577,0.4705451876772758,0.4869944902379638,0.579643723044672,0.5133151746182409,0.4666840269829665,0.5027425288354712,0.5149419873567279,0.5309760454433139,0.539242826053033,0.5548814951041586,0.5715500792152747,0.5292874775294392,0.5316833389500786,0.4940404043687786,0.4216693272847642,0.4905650778305578,0.4426259849462869,0.4482387975247195,0.4175374312637016,0.4279595374789588,0.4878278839735867,0.493797663970801,0.4938571949468937,0.4938609131033408,0.4590274595070304,0.4938249888220417,0.4938609131033408,0.4938609131033408,0.4293557085697608,0.4664806761022012,0.4938609131033408,0.4664177719966007,0.6615113042671614,0.4663047987255854,0.4259114325408982,0.4293049289688196,0.4937831844836713,0.42910033255649815,0.499284644927933,0.4992057137420748,0.49986602370942,0.4997755972548693,0.4723949484412896,0.4533708376666164,0.480944951719102,0.4809536614782049,0.3616527893387908,0.4811055142525976,0.4664793867507642,0.4716967358889328,0.48328200651681696,0.4839701846862565,0.4378636134857772,0.43769084457225005,0.5019487713223838,0.4214033416990864,0.4256599182137712,0.4972876890672689,0.4358514083310693,0.43537904909368624,0.4234825689448704,0.42307385729100383
1,0.7006616544432485,0.8280431987951384,0.9170205841091468,0.8305691397127387,0.8201210473393971,0.8143429588024129,0.8251356941844048,0.8330281746610578,0.8132109968639727,0.7742940717993541,0.7425751237826183,0.7551539554467505,0.8181262811328401,0.8545447733553453,0.8241933662135664,0.8274912553500944,0.6772968112139045,0.7097523314793909,0.7576695695186374,0.7358990848234909,0.723929640420717,0.7403709792168129,0.7508589213164255,0.7258675060051171,0.8975651570745176,0.5970400209052648,0.625942322949309,0.663197475982601,0.6217306722897525,0.5980117441604902,0.6587584911221458,0.6296048364679481,0.7372079793196669,0.7012219356286398,0.6312135739245285,0.6825341050478274,0.6742412449215933,0.7001287948101544,0.7280003343718259,0.7147927603924842,0.7399739403379268,0.6909956423529872,0.6949209759680178,0.6308417722878619,0.5622950653692367,0.6260299454914332,0.5822972205053034,0.5893166220960383,0.5624903478634351,0.5700709041786147,0.6232029314099646,0.6140887120414726,0.6141504153220223,0.6141697843375763,0.6502197893197814,0.6140812923810707,0.6141697843375763,0.6141697843375763,0.6154288415590894,0.5940125232716649,0.6141697843375763,0.5939209400433136,0.8054029442266377,0.5938345777054155,0.5866452706939917,0.6153642995653562,0.6140726579697736,0.6151141872475343,0.6205135723811396,0.6204392247254592,0.6216207893992539,0.6212482981397256,0.6056954419647288,0.5797382591932703,0.5935370548559689,0.5934399604546291,0.5232226761209069,0.5936131831041712,0.5979896870445421,0.6046460521011522,0.589417377140694,0.5896970822739249,0.5689049198819606,0.568812056714166,0.6135531095672453,0.5627729486900642,0.5656722441191973,0.6166464086444116,0.5802983165820187,0.5831194833993965,0.5597253699833514,0.5627001865103856
2,0.7700107255731974,0.9170205841091468,0.9959300925406264,0.9186506552652064,0.9049306663950258,0.9034348278457476,0.9110720037526592,0.9217476548057616,0.9028629441376484,0.8626817322960995,0.8275425406236793,0.8378421110988189,0.8992552943280154,0.9213089262108576,0.90772169079928,0.8950040899668149,0.6756231075179642,0.6855223323872489,0.8044869145361464,0.7654553282505169,0.7552930922924126,0.7848586038964872,0.7906853749085131,0.7581168775296855,1.0,0.6206628403604221,0.638428501770894,0.6776128843467554,0.6477538963778855,0.6213736821985445,0.6427765082981604,0.6483919881202976,0.7281139259062951,0.6774234054840256,0.6369176446923068,0.6637106062724772,0.6970144539322777,0.6940662377647888,0.706881175933477,0.7149344632496042,0.7306190344021367,0.6901192797221847,0.6921225100740446,0.669094157062832,0.587577966103904,0.6649618901009099,0.6005064181308885,0.6073166798426581,0.5859106508140889,0.5943674498291532,0.6617238240479014,0.6627946361715146,0.6628756796998969,0.6628713181829027,0.6307524561713111,0.6628369517660947,0.6628713181829027,0.6628713181829027,0.6009697955137617,0.6288082636667954,0.6628713181829027,0.6286961274995023,0.8170418650849948,0.6286253317984968,0.5947686120291931,0.6009186078629847,0.6628166665692209,0.6007106705147446,0.6876020789388263,0.6874937261601718,0.6880595619597242,0.6879866946403964,0.656085027430191,0.6385236599611155,0.6675126804925713,0.6674028726981724,0.5458241552952885,0.6675006777632824,0.6473022836930334,0.6555724608568139,0.6562215300433633,0.6568117462797323,0.6036379985623623,0.6038575114815872,0.6756726774186731,0.5846650273132472,0.5870564356897724,0.6783324737916376,0.6023595227373046,0.6039185314475257,0.5830112938967895,0.5842659134032941
3,0.7012680367712938,0.8305691397127387,0.9186506552652064,0.8330658404873149,0.822444193276871,0.8166859484619557,0.8273965388274491,0.8355217604880246,0.8159207227262184,0.7768099065797406,0.7450290104056453,0.7576384834171543,0.8205420424186056,0.8556582166258414,0.8267855024130596,0.8289264096121506,0.6707556928351789,0.7021764143374484,0.7555476191572393,0.7308002664557589,0.7192976937823456,0.7375512145022348,0.7476878455929725,0.721271899339572,0.9008057760242308,0.591204584871005,0.6219086275536156,0.6563735268559859,0.6162947361087174,0.5922081500529927,0.650436800233505,0.6240207937976147,0.7277298925566553,0.6890578985590103,0.630724001168892,0.671186590818519,0.6756938632106804,0.6922526446954042,0.7129382978790513,0.7092001097594045,0.7296652276731317,0.6854548188627647,0.6886716695218847,0.6280527058513933,0.5572878335181093,0.6233973187531361,0.5761950347818778,0.5834805193189538,0.5571809441943915,0.5647057211507612,0.6205296185255784,0.6119489588267242,0.6120140866005719,0.6120289789134176,0.6386936824683764,0.6119497426715507,0.6120289789134176,0.6120289789134176,0.6004761752250892,0.5900093248832975,0.6120289789134176,0.5899136131065189,0.7981132448606952,0.5898316275242612,0.5842821542166378,0.6003968034205961,0.6119386942308587,0.6000979192210569,0.6208945979548612,0.6208200271461018,0.6219369624421878,0.6215843858395086,0.604560902502832,0.5797293209933667,0.5946795243526108,0.5945748248749849,0.5168615103445823,0.5947440435748576,0.5966465208822489,0.6036009510942288,0.5895674956983236,0.5898684429894557,0.5652427017646435,0.5652133750745588,0.6134853496398835,0.556902035826236,0.5597584583014422,0.6166083124613694,0.574251958631211,0.5771247598318607,0.5541574425691861,0.5568763151892331
4,0.6891538534098144,0.8201210473393971,0.9049306663950258,0.822444193276871,0.811171660932492,0.8062768624323603,0.8162792731285696,0.82495174876817,0.8057932303670305,0.7653341033768813,0.7335550544540326,0.7459159219473308,0.808683976721216,0.8405316298632398,0.8148636394478973,0.8141425870121254,0.6554826651936302,0.6879349325104409,0.7485133664711726,0.7313121876984191,0.7191322205604872,0.7333688951118015,0.7432860417444717,0.7212757628313267,0.8896444381677429,0.5921800474703441,0.6137054970897204,0.6534652990389523,0.6180992705130522,0.5934632367264283,0.6358955379536901,0.6199942226380812,0.7127870713839639,0.6713772337282546,0.6220400970804255,0.6540889206286568,0.6674256425727656,0.6758102332126421,0.6936662408750787,0.6959409860654837,0.7111210669649501,0.6709900956652645,0.673521509357415,0.6260178195742343,0.5606651966341131,0.6210304869316385,0.5737109669153732,0.5799709947857157,0.5592195659301303,0.5676493576570284,0.6183335359647527,0.6108381658721868,0.6108908373337854,0.6109191340079361,0.6223662043446064,0.6108159416238187,0.6109191340079361,0.6109191340079361,0.5829695149071276,0.5921986397270691,0.6109191340079361,0.5921071547216671,0.7922450348902136,0.5920267693177804,0.5707207583274247,0.5828850529270028,0.6108166298405897,0.5825742026813311,0.6119210677867389,0.6118388947126473,0.6131331209976183,0.612769292368543,0.600371230083045,0.5730900579893596,0.5830390205732053,0.5830083972045813,0.5118346195537209,0.5831779919606067,0.5934018216467631,0.5991384248359414,0.5830867010794782,0.5833351405603777,0.5686427860609103,0.5685593733705722,0.6053267252417396,0.5550577806350318,0.5571472966490676,0.6083352031999434,0.5722272876251707,0.5734090406863481,0.5533994759327509,0.5545206885263719
5,0.6951780076930687,0.8143429588024129,0.9034348278457476,0.8166859484619557,0.8062768624323603,0.8017409050818736,0.8121272108782522,0.8192542761954011,0.7991294441575102,0.7614180459081665,0.7287719573663445,0.7397617131378807,0.8021332504885448,0.8408442906718807,0.8077515909332412,0.8124209615509208,0.6543320004176513,0.6863750044088526,0.7530330848980241,0.7336234924184282,0.7216315636248806,0.7373559221183803,0.7470408797980216,0.7238018218008325,0.8826819878615636,0.5919597683288436,0.6129518123542591,0.6535563175736168,0.6183651184854826,0.5934091960941109,0.6342900733622331,0.619729109491811,0.712231020000104,0.6700280086570934,0.6205148093638513,0.6527343893613933,0.6656721492856248,0.6746527156777857,0.6921600481893634,0.695042184767288,0.7098728733303286,0.6699213327567703,0.6724415296541395,0.6284826908701687,0.5604823577469893,0.6235571164113849,0.5732238659735197,0.5793551369391375,0.5588382502109324,0.5673572234672122,0.6208194320645797,0.6136689189382781,0.6137240626081893,0.6137497712345878,0.6206864775196953,0.6136518001756035,0.6137497712345878,0.6137497712345878,0.5812278084221825,0.5934247404186109,0.6137497712345878,0.5933301802603196,0.7927463318214317,0.5932508890425348,0.5693676356626612,0.5811431476867622,0.6136507604000414,0.58083136260081,0.6170480386292178,0.6169626234882567,0.6181558938711831,0.6178235634808931,0.6032934526276648,0.5765548919836933,0.5896444146879476,0.5895851371276781,0.5104149155367965,0.5897444826063433,0.5961730928657565,0.6021123316984425,0.5875618877011793,0.5878506849490499,0.5693986214105108,0.5693586268283056,0.6098417968757855,0.5541680848648849,0.5562328682996832,0.6128743674290238,0.5712881145740836,0.5723499041067388,0.5526706133001925,0.5536541349236529
6,0.6934786480859687,0.8251356941844048,0.9110720037526592,0.8273965388274491,0.8162792731285696,0.8121272108782522,0.8218869267568607,0.8300033662046095,0.8102403316009098,0.7719079959783652,0.739334116576429,0.7509992855605374,0.8126326553604664,0.8456365617381587,0.8188697855356771,0.8189940010209412,0.6519982403969331,0.6665237507038559,0.7456049177660053,0.7203982869832393,0.7088981057993927,0.7283905595240093,0.7373786139956638,0.7112056593637864,0.8969927535638302,0.5787475069970239,0.6063536153199679,0.6434717293907882,0.6050187409000234,0.5800534737682844,0.6169018349192742,0.6108908251497418,0.7084856911498301,0.6621507670576668,0.6104514947196696,0.6458958648645641,0.6603736698246683,0.6727663494785007,0.6882319699611239,0.6909214011801261,0.7083700866347515,0.6668418474878924,0.6697563016394099,0.6178044259123006,0.544997461057848,0.6132361860167502,0.5629287262458595,0.5698258368594576,0.5445436739567249,0.5521931888489796,0.6104517015893574,0.6052166152383845,0.6052795885351157,0.6052964881292876,0.6059787068083317,0.6052152801551801,0.6052964881292876,0.6052964881292876,0.5752821555114617,0.5814303596629029,0.6052964881292876,0.5813320676351346,0.7845871861386396,0.5812509158458061,0.5671380122062412,0.5752286552013676,0.6052078399760241,0.5749967473501238,0.6133584046878046,0.6132687125913705,0.61433247703118,0.6140525936036728,0.5955316555382515,0.5709651654963221,0.5877422059433125,0.587662752253168,0.50405493024288,0.5878059201754782,0.5881233552472479,0.5945254929975325,0.5832904633174969,0.5836490204496204,0.555398337827465,0.5554351027272295,0.6051398615794418,0.5433044721175235,0.5460471965933434,0.6081965939189522,0.5605143849049149,0.5630664826376283,0.5408658144276474,0.5432913214537619
7,0.7049741003778623,0.8330281746610578,0.9217476548057616,0.8355217604880246,0.82495174876817,0.8192542761954011,0.8300033662046095,0.8379980974019882,0.8182071994078294,0.7793107021352651,0.747269224909533,0.7597933357087416,0.8228136683994826,0.858665019217348,0.8290476591218088,0.8316726872132343,0.662588265968385,0.6942492629321405,0.7620806566633733,0.7406624940318273,0.7290620872568582,0.7452052641042554,0.7553344569528921,0.7310245350231726,0.9037831995477968,0.5995436830723252,0.6210074436254254,0.6598821445714633,0.6252456787581558,0.6008482941847569,0.6428912726779449,0.6268151535419222,0.7190517726477145,0.6788131844100811,0.6283110931162962,0.6615785044116398,0.6742777594472827,0.6827179980784345,0.7006424261091403,0.7026617491434245,0.7183060072463455,0.6779978415544412,0.6804937753023009,0.6366225819850729,0.5684993322899895,0.6317489521804824,0.5809722350794402,0.5872314018082502,0.5668502346718003,0.5753093952732521,0.6289372885601021,0.6198758900665184,0.6199343281707489,0.6199563884993207,0.6296055189199482,0.6198644512647384,0.6199563884993207,0.6199563884993207,0.5906347518951007,0.5995606308312942,0.6199563884993207,0.5994647315431217,0.7975194290524441,0.5993882073528374,0.5782676602591695,0.5905511605754885,0.6198596940828179,0.5902432278999582,0.6247580261544692,0.6246823645699096,0.6258915259802849,0.6255164764973573,0.6110559851777064,0.5842936835336037,0.5973909435432339,0.5973002154817597,0.5187650900992957,0.5974736253700962,0.6035763172583009,0.6099330061133909,0.5942277309932307,0.5944947618271773,0.5766765787306515,0.576638339757991,0.6179341382804237,0.5625654834666588,0.5646229887203909,0.6210113260190011,0.5796831202935089,0.5808272242048205,0.5609820224856432,0.562014225763807
8,0.6856941107854904,0.8132109968639727,0.9028629441376484,0.8159207227262184,0.8057932303670305,0.7991294441575102,0.8102403316009098,0.8182071994078294,0.7988412993811748,0.7591707449555647,0.7286602413890013,0.7419892255913416,0.8054351667959169,0.8425246337788432,0.8113719246264137,0.8159740220330634,0.6811558841900259,0.7109728026514516,0.7503269060041268,0.7433166230445538,0.7297557484226795,0.7359520468177239,0.7481208432487316,0.7313595440824078,0.8800994755116204,0.6133934879675247,0.6370358589679062,0.6774834556163853,0.6363909025544057,0.6141258608089185,0.6571881842089077,0.6413479352085891,0.7404451713978194,0.7002297100933518,0.6339919096423243,0.6815292464897962,0.6903436393565018,0.7029676175204705,0.722657680224213,0.7229606201355926,0.7402034241510214,0.6976646301588076,0.7004640479977995,0.6320614244682441,0.5807366049122532,0.6265316173279097,0.5965031785359484,0.6029173016760458,0.5801576882703436,0.5887536114181016,0.6239264514071562,0.6109397955556521,0.610981463022668,0.6110223236072847,0.6454410094446249,0.6108911320514502,0.6110223236072847,0.6110223236072847,0.6063222636958799,0.6022054245109341,0.6110223236072847,0.6021345131178919,0.8146324092460231,0.6020435590425935,0.592493352206953,0.606241276803829,0.6108955243933364,0.6059307575083597,0.6062750703696155,0.6062116022084063,0.6076386707918429,0.6071647034335586,0.5996352170975677,0.5687324796608129,0.5776976158665967,0.5775754511745497,0.5334653749519627,0.5777607214824052,0.5929997785349758,0.5981639382333075,0.5759101761954062,0.5760582215580957,0.5813181215912425,0.5809065571953551,0.6013075702344227,0.5775082894015791,0.5797426984489151,0.60428643115061,0.5952777153432539,0.5967417602543851,0.5749238046199652,0.5767578337352514
9,0.6496918040023358,0.7742940717993541,0.8626817322960995,0.7768099065797406,0.7653341033768813,0.7614180459081665,0.7719079959783652,0.7793107021352651,0.7591707449555647,0.7204619404024286,0.6879540049314703,0.7000933942737161,0.7613432966761335,0.7957486489256859,0.7669435933389195,0.7683632843499199,0.6328594710949103,0.6501950244540131,0.7054910462784193,0.6840873123438249,0.671532799939838,0.6892996921244974,0.6989083882635222,0.6742604996945667,0.8419433008605606,0.5412696456244641,0.5808240180702686,0.6141986849387245,0.5692785870420175,0.5432384903708393,0.5989028107736991,0.5813108988738847,0.686854371354964,0.6407139140690463,0.5900773356153197,0.623898332806689,0.6458320166822747,0.655167513914565,0.6745554063883389,0.6728243365355966,0.6865536456847792,0.6481490246621601,0.6511603210725138,0.5783768100301605,0.504709092241984,0.5737816368966988,0.5294169012842966,0.5379061648578863,0.5057027241801413,0.5122986723381531,0.5710877731687322,0.5670561082962102,0.5671172312469841,0.5671365840056753,0.588509704858443,0.5670487939925188,0.5671365840056753,0.5671365840056753,0.5569172522477547,0.5435168875724801,0.5671365840056753,0.5434178361219753,0.7611209445997306,0.5433333754936838,0.5447972379865453,0.5568637212114275,0.5670468706415265,0.556637732901309,0.5733280812269171,0.5732272512889661,0.5743736517038218,0.5741208660088843,0.5583040885813851,0.5337626026114937,0.546403030442536,0.546370081307873,0.4785530368222898,0.5464968498609337,0.5507653059179614,0.5572474258078199,0.5438960027548767,0.5442034547618126,0.5150339895560991,0.5151009042582448,0.5636967760199162,0.5060094000166863,0.5097093213192421,0.5673496620224996,0.5241723853026465,0.5297657658511327,0.5021598332897367,0.5068448055181902
