,Ag2Se,Ag2Se.1,Ag2Se.2,Ag2Se.3,Ag2Se.4,Ag2Se.5,Ag2Se.6,Ag2Se.7,Ag2Se.8,Ag2Se.9,Ag2Se.10,Ag2Se.11,Ag2Se.12,Ag2Se.13,Ag2Se.14,Ag2Se.15,Ag2Se.16,Ag2Se.17,Ag2Se.18,Ag2Se.19,Ag2Se.20,Ag2Se.21,Ag2Se.22,Ag2Se.23,Ag2Se.24,AgSe,AgSe.1,AgSe.2,AgSe.3,AgSe.4,AgSe.5,AgSe.6,AgSe.7,Cu2Se,Cu2Se.1,Cu2Se.2,Cu2Se.3,CuSe,CuSe.1,CuSe.2,CuSe.3,CuSe.4,CuSe.5,Si,Si.1,Si.2,Si.3,Si.4,Si.5,Si.6,Si.7,Si.8,Si.9,Si.10,Si.11,Si.12,Si.13,Si.14,Si.15,Si.16,Si.17,Si.18,Si.19,Si.20,Si.21,Si.22,Si.23,Si.24,TiN,TiN.1,TiN.2,TiN.3,TiN.4,TiN.5,TiN.6,Ti,Ti.1
0,0.3882194952152314,0.5358684150509798,0.6694992176040959,0.5244723318703584,0.5214037679841763,0.5207143641882718,0.5197051144877859,0.5334373778960039,0.5542064599830664,0.6335611851540386,0.6052488418653214,0.6077307933592934,0.5210957116486284,0.5220094891886828,0.5204659919712961,0.5147395111616543,0.3956926319662603,0.3972443940787298,0.4519009095863233,0.3623728495530243,0.4729904647529461,0.4207826860772645,0.4220717602078637,0.4434067785134789,0.4391966578440636,0.27723498116506684,0.37902526078697946,0.5338634037100835,0.30466145893782826,0.3115547746881343,0.2905960261338644,0.3284208348863977,0.4382176473693032,0.3714910343332618,0.3123521446157013,0.3367310681450637,0.3287790371939167,0.4580798672234534,0.4562201029345736,0.3623799767470781,0.5074133822986723,0.4291412718789432,0.490055965898002,0.41601469020220505,0.4044308433874956,0.4373504764742256,0.4148637004058316,0.41403661327280095,0.4121843391841084,0.4042978731909599,0.4199556036103946,0.3143143986852488,0.31422512265296704,0.3145038317791601,0.3142241013661563,0.3142434340258561,0.31445888733893396,0.31445888733893396,0.3144588873431795,0.3142300659380755,0.31445888733893396,0.3142300659380755,0.4647799226723767,0.3141724667758776,0.3143754335750007,0.3142126015669009,0.3141547301361413,0.3142909262287422,0.4597117345474092,0.4553826997580618,0.4061849886898502,0.4063176935685097,0.4060482507128105,0.38002186136321003,0.3813948532721605,0.2391507479172333,0.2388642570461876
1,0.5358684150509798,0.6485052862427472,0.7878740015868521,0.6417519764270065,0.6500789935701954,0.6387750239471582,0.6384544961998821,0.6538202340585041,0.640348429897941,0.7224910351574343,0.6853578249711509,0.6935526437417887,0.6345146647365192,0.6346346482869534,0.6331225368379048,0.6299217854154832,0.5828904832226861,0.6199325867394282,0.637134186865479,0.5570802942843217,0.6400068145165657,0.5965830641285677,0.6127574472639391,0.6349333904837677,0.6194007046220206,0.476110012070581,0.5387249528439303,0.6579128622524484,0.4841793425809746,0.457872255362335,0.4571770223618689,0.5142972333151409,0.6061108879452561,0.5396612080095237,0.4991471251768406,0.4951203083564116,0.5241717288422917,0.6345792074887744,0.6802168418511931,0.5351120721347173,0.7149059277176316,0.5524578203046502,0.6772734506014023,0.5582430531731107,0.5295786283409669,0.5615514072455351,0.5525183160572015,0.5515591015947834,0.5284093500754724,0.5295033411516326,0.5522082644200672,0.4661518509151018,0.466106159944437,0.4662247502819937,0.4661065914876871,0.4660662351127652,0.4663134308577046,0.4663134308577046,0.4663134308628274,0.4660941227436639,0.4663134308577046,0.4660941227436639,0.5800938546524624,0.46598059145440707,0.4660256300628229,0.4661314503842442,0.4660193622457347,0.4659677756447836,0.5389285455285487,0.5390957062082425,0.5006356828334596,0.5006747272218939,0.5005649246932395,0.4756840843685779,0.4779738645404997,0.43813168468375024,0.4374663937137993
2,0.6694992176040959,0.7878740015868521,1.0,0.7858290136366937,0.7961153804110455,0.7817076660874053,0.7809427549434826,0.7919317732225012,0.7617388797074915,0.9054339644285,0.8834960331145405,0.9059250782997386,0.7747182764996655,0.7767445138101122,0.7734229100149541,0.7759615423345951,0.7266755575912169,0.776426728070626,0.7696631784796718,0.7407631205919648,0.7710999306165669,0.7317842885084828,0.7504820312241124,0.7690786966767411,0.7518326569476902,0.6206212513930934,0.6895323719825172,0.7924809640831182,0.6315457459082789,0.6081756852882634,0.6109792387353519,0.6646134500085146,0.7614127656643416,0.6813148307349072,0.6848701770028305,0.6469366835245995,0.6948159151767936,0.7663445626748213,0.8062008582047612,0.6713307960249795,0.8400288613853164,0.7019885994879147,0.8016303500430048,0.7111452508565612,0.6835409017663922,0.7070754828115661,0.7054323533333797,0.7045583044475155,0.6789864129328755,0.6836379429425775,0.7025549441539226,0.6200680030094711,0.6200487226916882,0.6201021813220912,0.6200390146576042,0.6199850283327908,0.6201899304866909,0.6201899304866909,0.6201899304916554,0.6200223324564628,0.6201899304866909,0.6200223324564628,0.7599629716761407,0.6199020755317702,0.6198990771467829,0.620077434740086,0.6199641139114546,0.6198534079568604,0.7298001046124661,0.7274190663140154,0.6710306485367878,0.6711831725858795,0.6710755634086023,0.6195633958766323,0.6223806888354829,0.5884995536772422,0.5878347422378349
3,0.5244723318703584,0.6417519764270065,0.7858290136366937,0.6347668705645546,0.6430900940240998,0.6316054306323943,0.6312068155823081,0.6469954596907982,0.6348559541332287,0.7229207802793516,0.6872427143597138,0.6957446703963901,0.6274326974430847,0.6273718109805377,0.6261787727456379,0.6227361116130916,0.5698981186378317,0.6171897222566003,0.6242854720748532,0.5587340133805342,0.6277813662573095,0.5830395201448517,0.6002818394739724,0.6226135541027273,0.606260076961006,0.4628687857508851,0.5290832918421671,0.6471889136754616,0.4689864378349034,0.4421589294265226,0.44202012641731137,0.5036597963837586,0.595463611084987,0.5287406466901742,0.4991388159271415,0.4845821112682836,0.5206638272608515,0.6190442722780924,0.6663653364169023,0.5196665811797856,0.7010453273724461,0.5440063435834616,0.6604003902582108,0.5491979366282705,0.5217300660578045,0.5534970810765198,0.5438199425035309,0.5428713154941188,0.5209877658725766,0.5216676752776107,0.5437017782713774,0.4546266504720574,0.4545834987067371,0.454699449406946,0.4545799764214045,0.4545329597254037,0.4547906892913834,0.4547906892913834,0.4547906892969884,0.4545654480069618,0.4547906892913834,0.4545654480069618,0.5758407935347626,0.4544392446420479,0.4544796603431758,0.4546109640374584,0.4544884120468252,0.4544183251238245,0.5401130978409036,0.5398393203789621,0.4997429875028585,0.4998096750558375,0.4996537592493436,0.4712008533850108,0.4740282773091172,0.42689938011634143,0.4260590796972544
4,0.5214037679841763,0.6500789935701954,0.7961153804110455,0.6430900940240998,0.6492449543413484,0.6396380749310401,0.6390662042410962,0.6548936482346229,0.6468892087330079,0.7367659688551094,0.7005814498673312,0.7081934482706788,0.6377203791831236,0.638924916058893,0.6367683413598156,0.6337694340187084,0.5613490701418781,0.5827862138369188,0.6131879605653504,0.5258004688959733,0.623323181487265,0.5749855432053701,0.5887404000814119,0.6100357488458822,0.5967026077490216,0.4489816652400983,0.526764152897246,0.6597851380950741,0.4587871314308114,0.4383000904958598,0.433430547825878,0.4901586094900479,0.5925339624595682,0.5213209574265097,0.473404400818132,0.4755211588505293,0.4979478742320648,0.6129219662503155,0.6457447639283029,0.5106283318377086,0.6846969181776774,0.548757949250769,0.6533177009977706,0.5529479849076977,0.5301309559259503,0.5616576026601343,0.5482338980847693,0.5473484420754039,0.5298123765415419,0.5300988874316966,0.5481550143510374,0.44699162977375856,0.4469384583755977,0.4470801207322474,0.44693989347952495,0.4469055037220091,0.4471589425807142,0.4471589425807142,0.4471589425858661,0.4469292658359049,0.4471589425807142,0.4469292658359049,0.5837775897150411,0.4468193519999009,0.4468841923161584,0.4469605562611292,0.4468513101568927,0.4468216942642663,0.5541052939899841,0.5534000628781618,0.5112842993576893,0.5113605293062992,0.5111843134898324,0.4831068239402377,0.4859818901050036,0.4128447862274585,0.4121443286388708
5,0.5207143641882718,0.6387750239471582,0.7817076660874053,0.6316054306323943,0.6396380749310401,0.6284295570880858,0.628011236523901,0.6439230810950151,0.6331098594488314,0.7204438872827947,0.6850172000054762,0.6932251761477715,0.6244962975820977,0.6244087956174784,0.6232819097058863,0.6196700815840868,0.5644025953078561,0.6117190752400711,0.6194459172710215,0.5531570688340313,0.6231712936088374,0.5782939632413423,0.5950548586161982,0.6174459797325981,0.6014329113365338,0.4577409448887359,0.5242667498871154,0.6437328649089561,0.4641179950098608,0.437944086218185,0.4373942057334518,0.49880811958647,0.5902698582556826,0.5243970682224249,0.4938589405268283,0.4805106655294536,0.515705568279802,0.6141113575389137,0.6605968998885682,0.5151076861273357,0.6955531469514032,0.5405182878661128,0.655250927193588,0.5450798574252658,0.5183949182573871,0.5501572615810255,0.5398816039442834,0.5389363964762728,0.5179927146671149,0.5183291384233311,0.5399730887234794,0.4506240280613628,0.4505786743654167,0.4507009059327184,0.450575623564659,0.450530007857506,0.4507905280407499,0.4507905280407499,0.4507905280463746,0.4505615279470524,0.4507905280407499,0.4505615279470524,0.5724377422885387,0.4504359633457388,0.4504814264380778,0.4506055043475148,0.4504832999589216,0.4504187933564796,0.5376192909123836,0.5372370130052899,0.4972912339148798,0.4973581871203837,0.4971982721729618,0.46923640716633,0.472020060197292,0.4219211513700278,0.4210740591767565
6,0.5197051144877859,0.6384544961998821,0.7809427549434826,0.6312068155823081,0.6390662042410962,0.628011236523901,0.6275777636142986,0.64354635901265,0.6333710795459115,0.7204263716769834,0.685034358326541,0.6931003311261199,0.6242340685099191,0.6241701782547233,0.6230429560995369,0.6193766639180562,0.5625714476240482,0.6103026770963453,0.6179288173000692,0.5518110310021859,0.6218240292674269,0.5768225722690832,0.5933132008401164,0.6157222326197614,0.5999050738059758,0.4559395848879178,0.5228055141678194,0.6432598204266897,0.4624517693493341,0.4367223219245856,0.4358606878729209,0.4972509644219874,0.5887082256009194,0.5230757100614019,0.4924775281951874,0.4793319804075916,0.5142360373467167,0.6126242453300337,0.6586250991675849,0.5136694793824813,0.6936731613230037,0.5398237701726148,0.6536677572028085,0.5440843329186261,0.5178967711906539,0.5496093973634399,0.5389801557551243,0.5380372359215841,0.5176487448530851,0.5178318838435275,0.5391589779060271,0.44942826823365617,0.4493818848212133,0.4495071879175291,0.4493789784914849,0.4493339782714459,0.4495959126852127,0.4495959126852127,0.4495959126908535,0.4493650728843957,0.4495959126852127,0.4493650728843957,0.5719661936409879,0.4492396646489413,0.4492875992804183,0.4494084051025367,0.4492862579406137,0.449224271320141,0.5375670658470518,0.5371456354894741,0.4972649109348243,0.4973316845734647,0.49717068543817894,0.4694387018454809,0.4722042030011551,0.4201709962420677,0.4193161718305439
7,0.5334373778960039,0.6538202340585041,0.7919317732225012,0.6469954596907982,0.6548936482346229,0.6439230810950151,0.64354635901265,0.6591178939359204,0.6465091925171065,0.7279245828555253,0.6900902903672576,0.6981152275891923,0.6403475416916002,0.640852179702595,0.6390172426668504,0.6359504494502309,0.5795204823729218,0.6125160429704726,0.6310558965527823,0.5527785471207821,0.6386000280607426,0.5913694710583565,0.6074664993463106,0.6294248225329229,0.6141311971517802,0.4662200769064471,0.5402129573038598,0.6648333266456341,0.4742842430505354,0.4502740666865244,0.4476001909654319,0.5071600900853341,0.6071973958173745,0.5352355036306948,0.4954846862225602,0.4888131329773866,0.519031629236286,0.6295183401236593,0.6704506934643838,0.5259474618427518,0.7077114784637585,0.5566351515115839,0.6714291395005796,0.5626775412022124,0.535805889355765,0.5675075256576666,0.5570803550555297,0.5561405658676292,0.5346295499459608,0.5357309147630431,0.5566855864207686,0.4592567916707186,0.4592085168976807,0.4593351476283809,0.4592086909960237,0.459167797139357,0.4594242522258125,0.4594242522258125,0.4594242522311365,0.4591960538509126,0.4594242522258125,0.4591960538509126,0.5849353668947216,0.4590787786475058,0.4591289910779641,0.4592340273052982,0.4591183063714398,0.4590681187231387,0.5435555047881144,0.5437890836397461,0.5055391379057469,0.5055724285278105,0.5054691192584352,0.4818464057274032,0.4839891714259365,0.4290549637586882,0.4282900569767689
8,0.5542064599830664,0.640348429897941,0.7617388797074915,0.6348559541332287,0.6468892087330079,0.6331098594488314,0.6333710795459115,0.6465091925171065,0.6200578040906685,0.6795122490764689,0.6412316668874772,0.6508240308043821,0.6244142059153617,0.6232249404311028,0.6219883604230022,0.6193469142879141,0.6197970993735484,0.6950539262314258,0.6714386536426125,0.6269443591392783,0.6662109268167145,0.6275492969417038,0.6484304373130616,0.6712254927980602,0.6518652651987619,0.5126947880910826,0.5622714810031955,0.6583776046979544,0.5152803174034389,0.4800297427390191,0.4843926246525284,0.5489814062702943,0.6326183563300499,0.5624999600207097,0.5477386658398119,0.5192167392349878,0.5694339667428623,0.6683480213988824,0.7372257406185582,0.5660178578065472,0.7614050902123528,0.560230986377819,0.7152289298386988,0.5713858220481405,0.530756114063053,0.5630103717894603,0.5630748397733908,0.5620049988563941,0.5268078103352746,0.530545418947382,0.5616355325975644,0.4872247132665666,0.4871969424398839,0.4872654118421277,0.4871914997125074,0.4871327512545099,0.487376226869324,0.487376226869324,0.4873762268748268,0.4871733484892402,0.487376226869324,0.4871733484892402,0.5657351565005987,0.4870407701801717,0.4870409038152024,0.4872307289200672,0.4871032471603831,0.4869894214280007,0.4955925554920099,0.4973855547858062,0.466534738754426,0.466459934606126,0.46655703554483396,0.4554903458466639,0.4552065042669914,0.4714501826452209,0.4706326881563815
9,0.6335611851540386,0.7224910351574343,0.9054339644285,0.7229207802793516,0.7367659688551094,0.7204438872827947,0.7204263716769834,0.7279245828555253,0.6795122490764689,0.7745902885922915,0.7389853921286851,0.7587966305205947,0.7105613956230235,0.7128648764379718,0.7076887159383476,0.7124648464175888,0.7197735586025227,0.7841388084570571,0.7625595804153384,0.7233669305348523,0.7554370362647131,0.7192818197796174,0.7417540708748583,0.7617334295930769,0.7409976361757563,0.5992583965848136,0.6607672880214006,0.7546702530243975,0.6085684252770743,0.5746823071593944,0.579028211378091,0.6443987138120584,0.7450668081378071,0.6488244524039327,0.6496187973048596,0.6144811833592448,0.6705025580913556,0.7660431304914005,0.8296388569685527,0.6571616503513976,0.8541596239440846,0.6571956115234328,0.8120175792783799,0.6749434839662193,0.6307316022771181,0.6554057361966211,0.6650266085941712,0.6639578024026953,0.6215272434262362,0.630673217089016,0.6598531010320159,0.5817687390019193,0.5817643264423695,0.5817736040506409,0.5817505804135962,0.5816792952394496,0.5818865877390663,0.5818865877390663,0.5818865877444176,0.5817285583589564,0.5818865877390663,0.5817285583589564,0.6785281476545127,0.5815898459971327,0.5815454693282146,0.5818017411226968,0.5816727578548595,0.5815052804584486,0.5993633433892579,0.601629314839894,0.5618641119238863,0.5617860008723148,0.5620854420944104,0.5339684791243715,0.5333061351528718,0.5543897997413268,0.5538837670534357
