2q (degree),Normalized Intensity (a.u)
27.8204,0.00312
27.8254,0.00601
27.8304,0.00652
27.8354,0.00706
27.8404,0.0049
27.8454,0.00588
27.8504,0.00793
27.8554,0.00928
27.8604,0.00785
27.8654,0.00488
27.8704,0.00435
27.8754,0.00502
27.8804,0.0048
27.8854,0.0059
27.8904,0.00478
27.8954,0.00276
27.9004,0.00271
27.9054,0.00308
27.9104,0.00469
27.9154,0.00445
27.9204,0.00427
27.9254,0.00529
27.9304,0.00496
27.9354,0.00613
27.9404,0.00615
27.9454,0.00451
27.9504,0.00559
27.9554,0.00542
27.9604,0.00322
27.9654,5.54E-04
27.9704,8.94E-04
27.9754,0.0024
27.9804,0
27.9854,0.00215
27.9904,0.00381
27.9954,0.00315
28.0004,0.00275
28.0054,0.00482
28.0104,0.00685
28.0154,0.00664
28.0204,0.00678
28.0254,0.00959
28.0304,0.00761
28.0354,0.00675
28.0404,0.00591
28.0454,0.0067
28.0504,0.00857
28.0554,0.01029
28.0604,0.00992
28.0654,0.00793
28.0704,0.00671
28.0754,0.00689
28.0804,0.0059
28.0854,0.00658
28.0904,0.00623
28.0954,0.00428
28.1004,0.00417
28.1054,0.00265
28.1104,0.00219
28.1154,0.00222
28.1204,0.00101
28.1254,0.00268
28.1304,0.0027
28.1354,0.00276
28.1404,0.00383
28.1454,0.00252
28.1504,0.00468
28.1554,0.00673
28.1604,0.00566
28.1654,0.00556
28.1704,0.00571
28.1754,0.00744
28.1804,0.00644
28.1854,0.00627
28.1904,0.006
28.1954,0.00471
28.2004,0.00484
28.2054,0.00592
28.2104,0.00623
28.2154,0.00496
28.2204,0.00317
28.2254,0.00418
28.2304,0.00229
28.2354,0.00275
28.2404,0.00328
28.2454,0.00227
28.2504,0.00343
28.2554,0.0045
28.2604,0.00402
28.2654,0.00386
28.2704,0.0033
28.2754,0.00487
28.2804,0.00401
28.2854,0.0053
28.2904,0.0065
28.2954,0.0059
28.3004,0.00507
28.3054,0.00401
28.3104,0.00262
28.3154,0.00223
28.3204,0.00296
28.3254,0.0042
28.3304,0.00397
28.3354,0.00374
28.3404,0.00361
28.3454,0.00407
28.3504,0.00654
28.3554,0.0111
28.3604,0.01026
28.3654,0.00961
28.3704,0.01008
28.3754,0.01044
28.3804,0.00918
28.3854,0.00878
28.3904,0.00856
28.3954,0.0093
28.4004,0.00777
28.4054,0.00919
28.4104,0.00857
28.4154,0.0068
28.4204,0.00481
28.4254,0.00422
28.4304,0.00379
28.4354,0.00533
28.4404,0.00366
28.4454,0.00346
28.4504,0.00344
28.4554,0.00477
28.4604,0.00513
28.4654,0.00501
28.4704,0.00679
28.4754,0.00833
28.4804,0.00746
28.4854,0.00851
28.4904,0.00667
28.4954,0.0077
28.5004,0.0071
28.5054,0.00597
28.5104,0.00611
28.5154,0.00512
28.5204,0.00531
28.5254,0.00498
28.5304,0.00524
28.5354,0.00648
28.5404,0.00526
28.5454,0.0052
28.5504,0.00847
28.5554,0.01034
28.5604,0.00993
28.5654,0.00865
28.5704,0.00958
28.5754,0.00868
28.5804,0.00784
28.5854,0.00874
28.5904,0.00813
28.5954,0.00664
28.6004,0.00713
28.6054,0.00781
28.6104,0.00757
28.6154,0.00639
28.6204,0.00663
28.6254,0.00775
28.6304,0.00606
28.6354,0.00654
28.6404,0.00766
28.6454,0.00649
28.6504,0.00709
28.6554,0.00728
28.6604,0.00765
28.6654,0.0081
28.6704,0.00711
28.6754,0.00855
28.6804,0.00801
28.6854,0.00866
28.6904,0.00846
28.6954,0.0079
28.7004,0.00873
28.7054,0.00966
28.7104,0.00877
28.7154,0.01077
28.7204,0.01234
28.7254,0.01079
28.7304,0.00846
28.7354,0.00679
28.7404,0.00618
28.7454,0.00663
28.7504,0.00781
28.7554,0.00815
28.7604,0.00673
28.7654,0.00392
28.7704,0.00674
28.7754,0.00792
28.7804,0.00836
28.7854,0.00833
28.7904,0.00676
28.7954,0.00548
28.8004,0.00595
28.8054,0.00622
28.8104,0.00638
28.8154,0.00398
28.8204,0.00321
28.8254,0.00414
28.8304,0.00563
28.8354,0.00663
28.8404,0.00518
28.8454,0.00531
28.8504,0.00589
28.8554,0.00709
28.8604,0.00786
28.8654,0.00599
28.8704,0.00672
28.8754,0.0061
28.8804,0.00558
28.8854,0.00728
28.8904,0.00621
28.8954,0.00644
28.9004,0.00607
28.9054,0.00726
28.9104,0.00842
28.9154,0.00762
28.9204,0.00765
28.9254,0.00884
28.9304,0.00666
28.9354,0.00617
28.9404,0.00622
28.9454,0.00732
28.9504,0.00576
28.9554,0.00648
28.9604,0.00645
28.9654,0.00515
28.9704,0.00527
28.9754,0.00608
28.9804,0.00683
28.9854,0.0068
28.9904,0.00492
28.9954,0.00574
29.0004,0.00638
29.0054,0.00561
29.0104,0.00525
29.0154,0.00389
29.0204,0.00513
29.0254,0.0038
29.0304,7.18E-04
29.0354,0.00117
29.0404,0.00141
29.0454,0
29.0504,6.34E-04
29.0554,0.00283
29.0604,0.00153
29.0654,6.92E-05
29.0704,0.00203
29.0754,0.00434
29.0804,0.0046
29.0854,0.00498
29.0904,0.00632
29.0954,0.00673
29.1004,0.0064
29.1054,0.00834
29.1104,0.00875
29.1154,0.00953
29.1204,0.00894
29.1254,0.00991
29.1304,0.00984
29.1354,0.00885
29.1404,0.00906
29.1454,0.0095
29.1504,0.0094
29.1554,0.01297
29.1604,0.00985
29.1654,0.00836
29.1704,0.00882
29.1754,0.00984
29.1804,0.01146
29.1854,0.01255
29.1904,0.01206
29.1954,0.012
29.2004,0.01006
29.2054,0.01034
29.2104,0.01099
29.2154,0.01113
29.2204,0.01076
29.2254,0.00919
29.2304,0.00843
29.2354,0.00769
29.2404,0.00876
29.2454,0.00829
29.2504,0.00935
29.2554,0.01122
29.2604,0.00908
29.2654,0.00745
29.2704,0.00795
29.2754,0.00774
29.2804,0.00825
29.2854,0.00699
29.2904,0.00883
29.2954,0.01105
29.3004,0.01
29.3054,0.01123
29.3104,0.01144
29.3154,0.0124
29.3204,0.01195
29.3254,0.01112
29.3304,0.01147
29.3354,0.00865
29.3404,0.00694
29.3454,0.00671
29.3504,0.00724
29.3554,0.00803
29.3604,0.00529
29.3654,0.00307
29.3704,0.00373
29.3754,0.00298
29.3804,0.00353
29.3854,0.00432
29.3904,0.0059
29.3954,0.0049
29.4004,0.00555
29.4054,0.00812
29.4104,0.0083
29.4154,0.00826
29.4204,0.01006
29.4254,0.0101
29.4304,0.00858
29.4354,0.00729
29.4404,0.0081
29.4454,0.00794
29.4504,0.00936
29.4554,0.01238
29.4604,0.01142
29.4654,0.00885
29.4704,0.0095
29.4754,0.01114
29.4804,0.01052
29.4854,0.00915
29.4904,0.00887
29.4954,0.0077
29.5004,0.00845
29.5054,0.00914
29.5104,0.009
29.5154,0.00819
29.5204,0.00821
29.5254,0.00903
29.5304,0.0098
29.5354,0.01035
29.5404,0.00775
29.5454,0.00553
29.5504,0.00621
29.5554,0.00832
29.5604,0.00889
29.5654,0.00772
29.5704,0.00698
29.5754,0.00595
29.5804,0.00393
29.5854,0.00688
29.5904,0.00732
29.5954,0.00721
29.6004,0.00686
29.6054,0.0065
29.6104,0.00877
29.6154,0.01154
29.6204,0.01206
29.6254,0.01373
29.6304,0.01277
29.6354,0.01371
29.6404,0.01349
29.6454,0.01521
29.6504,0.01624
29.6554,0.01519
29.6604,0.013
29.6654,0.01357
29.6704,0.01259
29.6754,0.0123
29.6804,0.01269
29.6854,0.01271
29.6904,0.01123
29.6954,0.01121
29.7004,0.00923
29.7054,0.00804
29.7104,0.00665
29.7154,0.00717
29.7204,0.00686
29.7254,0.00467
29.7304,0.0042
29.7354,0.00128
29.7404,0
29.7454,0.00181
29.7504,0.00365
29.7554,0.00419
29.7604,0.00335
29.7654,0.00358
29.7704,0.00609
29.7754,0.0064
29.7804,0.00757
29.7854,0.00789
29.7904,0.00841
29.7954,0.00875
29.8004,0.01096
29.8054,0.01177
29.8104,0.01086
29.8154,0.00905
29.8204,0.00957
29.8254,0.00996
29.8304,0.00812
29.8354,0.0049
29.8404,0.00241
29.8454,0.00141
29.8504,0.00356
29.8554,0.00537
29.8604,0.00603
29.8654,0.00596
29.8704,0.00693
29.8754,0.00922
29.8804,0.01081
29.8854,0.01155
29.8904,0.0107
29.8954,0.00822
29.9004,0.00819
29.9054,0.0072
29.9104,0.00614
29.9154,0.00662
29.9204,0.00676
29.9254,0.00851
29.9304,0.00892
29.9354,0.00891
29.9404,0.00787
29.9454,0.0073
29.9504,0.00859
29.9554,0.00956
29.9604,0.0068
29.9654,0.00593
29.9704,0.00565
29.9754,0.00546
29.9804,0.00494
29.9854,0.00588
29.9904,0.00422
29.9954,0.00435
30.0004,0.00386
30.0054,0.00528
30.0104,0.00518
30.0154,0.00371
30.0204,0.00387
30.0254,0.00432
30.0304,0.00593
30.0354,0.00683
30.0404,0.00562
30.0454,0.00517
30.0504,0.00568
30.0554,0.00576
30.0604,0.0055
30.0654,0.00597
30.0704,0.00664
30.0754,0.00486
30.0804,0.00539
30.0854,0.00647
30.0904,0.00833
30.0954,0.01044
30.1004,0.01213
30.1054,0.01345
30.1104,0.01257
30.1154,0.01165
30.1204,0.01229
30.1254,0.01108
30.1304,0.00877
30.1354,0.00753
30.1404,0.00493
30.1454,0.00333
30.1504,0.00123
30.1554,0.00175
30.1604,0.0023
30.1654,0.00293
30.1704,0.00659
30.1754,0.00856
30.1804,0.00825
30.1854,0.00791
30.1904,0.00721
30.1954,0.00954
30.2004,0.01097
30.2054,0.01056
30.2104,0.00829
30.2154,0.00609
30.2204,0.00585
30.2254,0.00464
30.2304,0.0047
30.2354,0.00487
30.2404,0.003
30.2454,0.00124
30.2504,0.00199
30.2554,0.00303
30.2604,0.00305
30.2654,0.00267
30.2704,0.00336
30.2754,0.00301
30.2804,0.00318
30.2854,0.00413
30.2904,0.0054
30.2954,0.00625
30.3004,0.00738
30.3054,0.00611
30.3104,0.00608
30.3154,0.00537
30.3204,0.00515
30.3254,0.00687
30.3304,0.00627
30.3354,0.00557
30.3404,0.00476
30.3454,0.00537
30.3504,0.0075
30.3554,0.00745
30.3604,0.0072
30.3654,0.00779
30.3704,0.00538
30.3754,0.00573
30.3804,0.00606
30.3854,0.00518
30.3904,0.00432
30.3954,0.00315
30.4004,0.00307
30.4054,0.00562
30.4104,0.00533
30.4154,0.0065
30.4204,0.00828
30.4254,0.00738
30.4304,0.00701
30.4354,0.00735
30.4404,0.0071
30.4454,0.00604
30.4504,0.00464
30.4554,0.0064
30.4604,0.00544
30.4654,0.00402
30.4704,0.0059
30.4754,0.00736
30.4804,0.00582
30.4854,0.00616
30.4904,0.00616
30.4954,0.00692
30.5004,0.0064
30.5054,0.00615
30.5104,0.00518
30.5154,0.00529
30.5204,0.0049
30.5254,0.00689
30.5304,0.00586
30.5354,0.00797
30.5404,0.00743
30.5454,0.00689
30.5504,0.00786
30.5554,0.00917
30.5604,0.00701
30.5654,0.00508
30.5704,0.00297
30.5754,0.00579
30.5804,0.00641
30.5854,0.00781
30.5904,0.00926
30.5954,0.00914
30.6004,0.00896
30.6054,0.00825
30.6104,0.00956
30.6154,0.01096
30.6204,0.0093
30.6254,0.0108
30.6304,0.01083
30.6354,0.00903
30.6404,0.00845
30.6454,0.00947
30.6504,0.01133
30.6554,0.01093
30.6604,0.00961
30.6654,0.00955
30.6704,0.00729
30.6754,0.00409
30.6804,0.00327
30.6854,0.00606
30.6904,0.00562
30.6954,0.0055
30.7004,0.00578
30.7054,0.00522
30.7104,0.00423
30.7154,0.00361
30.7204,0.00591
30.7254,0.00645
30.7304,0.00384
30.7354,0.00352
30.7404,0.00313
30.7454,0.00459
30.7504,0.00646
30.7554,0.0078
30.7604,0.00728
30.7654,0.00597
30.7704,0.00717
30.7754,0.00757
30.7804,0.00637
30.7854,0.00684
30.7904,0.00652
30.7954,0.00681
30.8004,0.00807
30.8054,0.00995
30.8104,0.01103
30.8154,0.01072
30.8204,0.00999
30.8254,0.01043
30.8304,0.01024
30.8354,0.00978
30.8404,0.00937
30.8454,0.00728
30.8504,0.00675
30.8554,0.00678
30.8604,0.00671
30.8654,0.00612
30.8704,0.00595
30.8754,0.00602
30.8804,0.00535
30.8854,0.00554
30.8904,0.00353
30.8954,0.00334
30.9004,0.00516
30.9054,0.00573
30.9104,0.00852
30.9154,0.00956
30.9204,0.00905
30.9254,0.00922
30.9304,0.00811
30.9354,0.01016
30.9404,0.01017
30.9454,0.00889
30.9504,0.00995
30.9554,0.00783
30.9604,0.00653
30.9654,0.00684
30.9704,0.00763
30.9754,0.00837
30.9804,0.00908
30.9854,0.00705
30.9904,0.00629
30.9954,0.00598
31.0004,0.00528
31.0054,0.00451
31.0104,0.0033
31.0154,0.00331
31.0204,0.00383
31.0254,0.0032
31.0304,0.0034
31.0354,0.00159
31.0404,0
31.0454,0.00128
31.0504,0.00335
31.0554,0.00411
31.0604,0.00449
31.0654,0.00231
31.0704,0.0026
31.0754,0.00422
31.0804,0.00647
31.0854,0.00679
31.0904,0.00683
31.0954,0.00832
31.1004,0.00985
31.1054,0.00903
31.1104,0.00877
31.1154,0.00863
31.1204,0.01019
31.1254,0.0102
31.1304,0.01077
31.1354,0.01105
31.1404,0.0086
31.1454,0.00742
31.1504,0.00908
31.1554,0.0108
31.1604,0.01011
31.1654,0.00733
31.1704,0.00661
31.1754,0.00562
31.1804,0.00245
31.1854,0.00151
31.1904,0.00321
31.1954,0.00221
31.2004,0.00338
31.2054,0.00433
31.2104,0.00502
31.2154,0.00666
31.2204,0.00796
31.2254,0.01081
31.2304,0.0122
31.2354,0.00951
31.2404,0.00823
31.2454,0.00668
31.2504,0.00714
31.2554,0.0089
31.2604,0.00733
31.2654,0.00656
31.2704,0.00643
31.2754,0.00667
31.2804,0.00755
31.2854,0.00944
31.2904,0.01008
31.2954,0.00977
31.3004,0.00854
31.3054,0.00748
31.3104,0.00717
31.3154,0.008
31.3204,0.00802
31.3254,0.00925
31.3304,0.00848
31.3354,0.00787
31.3404,0.00876
31.3454,0.0083
31.3504,0.0088
31.3554,0.00805
31.3604,0.00683
31.3654,0.00435
31.3704,0.00305
31.3754,0.00277
31.3804,0.00311
31.3854,0.00182
31.3904,9.91E-04
31.3954,0.00319
31.4004,0.00537
31.4054,0.0059
31.4104,0.00798
31.4154,0.00756
31.4204,0.00658
31.4254,0.00654
31.4304,0.00732
31.4354,0.00895
31.4404,0.00695
31.4454,0.00596
31.4504,0.00688
31.4554,0.00697
31.4604,0.00713
31.4654,0.00623
31.4704,0.00741
31.4754,0.0067
31.4804,0.00588
31.4854,0.00793
31.4904,0.00724
31.4954,0.00613
31.5004,0.00619
31.5054,0.00652
31.5104,0.00674
31.5154,0.0038
31.5204,0.00318
31.5254,0.00461
31.5304,0.00415
31.5354,0.00413
31.5404,0.00353
31.5454,0.00493
31.5504,0.00576
31.5554,0.0059
31.5604,0.00536
31.5654,0.00506
31.5704,0.00337
31.5754,0.00195
31.5804,0.00115
31.5854,0.0013
31.5904,2.12E-04
31.5954,0
31.6004,0.0014
31.6054,0.00378
31.6104,0.0047
31.6154,0.0056
31.6204,0.00637
31.6254,0.00817
31.6304,0.00928
31.6354,0.00804
31.6404,0.00648
31.6454,0.0058
31.6504,0.00571
31.6554,0.00625
31.6604,0.00494
31.6654,0.00404
31.6704,0.0031
31.6754,0.00298
31.6804,0.00344
31.6854,0.0038
31.6904,0.00387
31.6954,0.00464
31.7004,0.00318
31.7054,0.0026
31.7104,0.00203
31.7154,0.00191
31.7204,0.00212
31.7254,0.00122
31.7304,0.00142
31.7354,0.0018
31.7404,0.00172
31.7454,0.003
31.7504,0.00434
31.7554,0.00637
31.7604,0.0062
31.7654,0.00443
31.7704,0.00621
31.7754,0.00724
31.7804,0.00829
31.7854,0.00939
31.7904,0.00881
31.7954,0.00911
31.8004,0.00923
31.8054,0.00949
31.8104,0.01089
31.8154,0.01046
31.8204,0.00914
31.8254,0.00782
31.8304,0.00625
31.8354,0.00651
31.8404,0.0069
31.8454,0.00461
31.8504,0.00444
31.8554,0.00414
31.8604,0.00329
31.8654,0.00348
31.8704,0.00543
31.8754,0.00508
31.8804,0.00351
31.8854,0.00291
31.8904,0.00551
31.8954,0.00729
31.9004,0.00696
31.9054,0.00678
31.9104,0.00636
31.9154,0.00504
31.9204,0.0049
31.9254,0.00504
31.9304,0.00505
31.9354,0.00453
31.9404,0.00343
31.9454,0.00348
31.9504,0.00501
31.9554,0.0076
31.9604,0.00762
31.9654,0.00711
31.9704,0.00952
31.9754,0.00997
31.9804,0.00922
31.9854,0.01055
31.9904,0.01107
31.9954,0.01144
32.0004,0.00991
32.0054,0.00897
32.0104,0.01026
32.0154,0.00847
32.0204,0.00781
32.0254,0.00714
32.0304,0.0037
32.0354,0.00419
32.0404,0.00338
32.0454,0.00351
32.0504,0.00583
32.0554,0.00798
32.0604,0.00917
32.0654,0.01099
32.0704,0.0133
32.0754,0.01667
32.0804,0.01525
32.0854,0.01619
32.0904,0.01776
32.0954,0.01738
32.1004,0.01584
32.1054,0.01699
32.1104,0.01578
32.1154,0.01413
32.1204,0.0148
32.1254,0.01593
32.1304,0.01419
32.1354,0.0119
32.1404,0.01046
32.1454,0.00904
32.1504,0.00867
32.1554,0.00905
32.1604,0.00831
32.1654,0.00673
32.1704,0.00766
32.1754,0.0089
32.1804,0.00879
32.1854,0.00836
32.1904,0.00924
32.1954,0.00936
32.2004,0.00923
32.2054,0.01038
32.2104,0.01077
32.2154,0.01084
32.2204,0.01117
32.2254,0.01178
32.2304,0.01313
32.2354,0.01282
32.2404,0.01162
32.2454,0.01228
32.2504,0.01384
32.2554,0.01637
32.2604,0.01669
32.2654,0.01613
32.2704,0.01625
32.2754,0.01526
32.2804,0.01589
32.2854,0.01679
32.2904,0.01495
32.2954,0.01343
32.3004,0.01012
32.3054,0.00885
32.3104,0.00927
32.3154,0.00828
32.3204,0.00842
32.3254,0.00778
32.3304,0.00691
32.3354,0.00758
32.3404,0.00806
32.3454,0.00821
32.3504,0.00752
32.3554,0.00785
32.3604,0.00935
32.3654,0.00831
32.3704,0.00837
32.3754,0.00921
32.3804,0.00889
32.3854,0.00849
32.3904,0.00907
32.3954,0.01039
32.4004,0.01064
32.4054,0.01014
32.4104,0.00917
32.4154,0.01071
32.4204,0.01058
32.4254,0.01094
32.4304,0.00916
32.4354,0.00858
32.4404,0.00818
32.4454,0.00791
32.4504,0.00848
32.4554,0.01214
32.4604,0.01114
32.4654,0.01062
32.4704,0.01183
32.4754,0.01387
32.4804,0.01361
32.4854,0.01372
32.4904,0.01342
32.4954,0.01333
32.5004,0.01226
32.5054,0.01291
32.5104,0.01409
32.5154,0.0142
32.5204,0.0141
32.5254,0.01533
32.5304,0.01583
32.5354,0.01431
32.5404,0.01556
32.5454,0.01782
32.5504,0.01783
32.5554,0.01752
32.5604,0.0168
32.5654,0.01617
32.5704,0.01499
32.5754,0.01558
32.5804,0.01672
32.5854,0.01479
32.5904,0.01112
32.5954,0.01102
32.6004,0.01094
32.6054,0.01105
32.6104,0.01171
32.6154,0.013
32.6204,0.01314
32.6254,0.0122
32.6304,0.01242
32.6354,0.01531
32.6404,0.01537
32.6454,0.01523
32.6504,0.01505
32.6554,0.01621
32.6604,0.01475
32.6654,0.01221
32.6704,0.01407
32.6754,0.01637
32.6804,0.01472
32.6854,0.01526
32.6904,0.01379
32.6954,0.01418
32.7004,0.01336
32.7054,0.01537
32.7104,0.01651
32.7154,0.01491
32.7204,0.0123
32.7254,0.01144
32.7304,0.00903
32.7354,0.01051
32.7404,0.00969
32.7454,0.00967
32.7504,0.00864
32.7554,0.00811
32.7604,0.0079
32.7654,0.00786
32.7704,0.00868
32.7754,0.00954
32.7804,0.00888
32.7854,0.00939
32.7904,0.00775
32.7954,0.00843
32.8004,0.01072
32.8054,0.01324
32.8104,0.01598
32.8154,0.0175
32.8204,0.01784
32.8254,0.01833
32.8304,0.01677
32.8354,0.01788
32.8404,0.01776
32.8454,0.01668
32.8504,0.01584
32.8554,0.01344
32.8604,0.01144
32.8654,0.01167
32.8704,0.01198
32.8754,0.01226
32.8804,0.01169
32.8854,0.01099
32.8904,0.01096
32.8954,0.00924
32.9004,0.01114
32.9054,0.01098
32.9104,0.01119
32.9154,0.01002
32.9204,0.01083
32.9254,0.01087
32.9304,0.00896
32.9354,0.00736
32.9404,0.00739
32.9454,0.00678
32.9504,0.00764
32.9554,0.00728
32.9604,0.00748
32.9654,0.00745
32.9704,0.00781
32.9754,0.00935
32.9804,0.01052
32.9854,0.01212
32.9904,0.00985
32.9954,0.01006
33.0004,0.00784
33.0054,0.00726
33.0104,0.00712
33.0154,0.00755
33.0204,0.00737
33.0254,0.00707
33.0304,0.0055
33.0354,0.00552
33.0404,0.00615
33.0454,0.00785
33.0504,0.00827
33.0554,0.00856
33.0604,0.00682
33.0654,0.00735
33.0704,0.00705
33.0754,0.00741
33.0804,0.00768
33.0854,0.00566
33.0904,0.00533
33.0954,0.00651
33.1004,0.00613
33.1054,0.0065
33.1104,0.0067
33.1154,0.00732
33.1204,0.00836
33.1254,0.00955
33.1304,0.01105
33.1354,0.0111
33.1404,0.0096
33.1454,0.01083
33.1504,0.01257
33.1554,0.01268
33.1604,0.01137
33.1654,0.00857
33.1704,0.00769
33.1754,0.00564
33.1804,0.00662
33.1854,0.00914
33.1904,0.00832
33.1954,0.00798
33.2004,0.00715
33.2054,0.00726
33.2104,0.00969
33.2154,0.01194
33.2204,0.01315
33.2254,0.01254
33.2304,0.01006
33.2354,0.00984
33.2404,0.00898
33.2454,0.00839
33.2504,0.00917
33.2554,0.00756
33.2604,0.00318
33.2654,0.00202
33.2704,0.00125
33.2754,2.88E-04
33.2804,0
33.2854,0.00146
33.2904,0.00253
33.2954,0.00494
33.3004,0.00643
33.3054,0.00818
33.3104,0.00806
33.3154,0.00797
33.3204,0.0098
33.3254,0.00933
33.3304,0.00774
33.3354,0.00711
33.3404,0.00443
33.3454,0.00413
33.3504,0.00563
33.3554,0.00784
33.3604,0.00644
33.3654,0.00481
33.3704,0.00705
33.3754,0.00646
33.3804,0.00595
33.3854,0.00666
33.3904,0.00831
33.3954,0.00724
33.4004,0.00681
33.4054,0.00889
33.4104,0.00878
33.4154,0.00697
33.4204,0.00848
33.4254,0.00829
33.4304,0.00628
33.4354,0.00399
33.4404,0.00507
33.4454,0.00458
33.4504,0.00556
33.4554,0.00737
33.4604,0.00873
33.4654,0.00796
33.4704,0.00892
33.4754,0.01034
33.4804,0.00944
33.4854,0.01006
33.4904,0.01138
33.4954,0.01054
33.5004,0.00992
33.5054,0.00765
33.5104,0.00705
33.5154,0.00835
33.5204,0.00771
33.5254,0.00976
33.5304,0.00865
33.5354,0.00837
33.5404,0.00774
33.5454,0.00668
33.5504,0.00797
33.5554,0.00799
33.5604,0.00583
33.5654,0.00662
33.5704,0.00589
33.5754,0.00587
33.5804,0.00477
33.5854,0.00721
33.5904,0.00887
33.5954,0.00706
33.6004,0.00799
33.6054,0.0086
33.6104,0.00686
33.6154,0.0061
33.6204,0.00586
33.6254,0.00456
33.6304,0.00244
33.6354,0.00258
33.6404,0.00588
33.6454,0.00576
33.6504,0.00562
33.6554,0.00622
33.6604,0.00662
33.6654,0.00535
33.6704,0.00767
33.6754,0.00896
33.6804,0.00695
33.6854,0.00441
33.6904,0.00376
33.6954,0.00549
33.7004,0.00654
33.7054,0.00597
33.7104,0.00761
33.7154,0.00618
33.7204,0.00457
33.7254,0.00465
33.7304,0.00348
33.7354,0.00394
33.7404,0.00301
33.7454,0.00304
33.7504,0.00323
33.7554,0.00223
33.7604,0.00229
33.7654,0.00159
33.7704,0.00314
33.7754,0.00398
33.7804,0.00323
33.7854,0.00345
33.7904,0.00342
33.7954,0.0045
33.8004,0.00605
33.8054,0.00602
33.8104,0.00647
33.8154,0.00705
33.8204,0.00884
33.8254,0.008
33.8304,0.00739
33.8354,0.00726
33.8404,0.00694
33.8454,0.00677
33.8504,0.006
33.8554,0.00605
33.8604,0.00452
33.8654,0.00396
33.8704,0.00432
33.8754,0.0044
33.8804,0.0029
33.8854,0.00212
33.8904,9.85E-04
33.8954,0.00304
33.9004,0.00337
33.9054,0.00258
33.9104,8.14E-04
33.9154,0.00232
33.9204,0.00244
33.9254,0.00343
33.9304,0.00472
33.9354,0.00569
33.9404,0.00495
33.9454,0.00434
33.9504,0.00622
33.9554,0.00778
33.9604,0.00708
33.9654,0.00583
33.9704,0.00694
33.9754,0.00642
33.9804,0.0059
33.9854,0.00571
33.9904,0.00634
33.9954,0.00508
34.0004,0.00603
34.0054,0.00715
34.0104,0.00733
34.0154,0.00633
34.0204,0.00646
34.0254,0.00677
34.0304,0.0061
34.0354,0.00692
34.0404,0.00785
34.0454,0.00716
34.0504,0.00601
34.0554,0.00682
34.0604,0.00548
34.0654,0.00424
34.0704,0.00237
34.0754,0.00406
34.0804,0.00398
34.0854,0.00487
34.0904,0.00562
34.0954,0.0068
34.1004,0.00701
34.1054,0.00768
34.1104,0.0088
34.1154,0.0089
34.1204,0.00629
34.1254,0.00481
34.1304,0.00247
34.1354,0.00254
34.1404,0.00173
34.1454,7.75E-04
34.1504,9.96E-04
34.1554,0.00188
34.1604,0.00309
34.1654,0.00469
34.1704,0.00723
34.1754,0.01005
34.1804,0.00811
34.1854,0.007
34.1904,0.00867
34.1954,0.01168
34.2004,0.01205
34.2054,0.01367
34.2104,0.01537
34.2154,0.01546
34.2204,0.015
34.2254,0.01783
34.2304,0.0204
34.2354,0.01865
34.2404,0.01497
34.2454,0.01575
34.2504,0.01622
34.2554,0.01685
34.2604,0.015
34.2654,0.01424
34.2704,0.0152
34.2754,0.01505
34.2804,0.01788
34.2854,0.0216
34.2904,0.02068
34.2954,0.02091
34.3004,0.02053
34.3054,0.02094
34.3104,0.0199
34.3154,0.01837
34.3204,0.01872
34.3254,0.01792
34.3304,0.01633
34.3354,0.01568
34.3404,0.01375
34.3454,0.01386
34.3504,0.01497
34.3554,0.01729
34.3604,0.01653
34.3654,0.01394
34.3704,0.01413
34.3754,0.01526
34.3804,0.01789
34.3854,0.01969
34.3904,0.02017
34.3954,0.01993
34.4004,0.0203
34.4054,0.02168
34.4104,0.02465
34.4154,0.02564
34.4204,0.02632
34.4254,0.0257
34.4304,0.02609
34.4354,0.02427
34.4404,0.02368
34.4454,0.02274
34.4504,0.02213
34.4554,0.02166
34.4604,0.01996
34.4654,0.01748
34.4704,0.01484
34.4754,0.01245
34.4804,0.01204
34.4854,0.01409
34.4904,0.01511
34.4954,0.01492
34.5004,0.01388
34.5054,0.01405
34.5104,0.01327
34.5154,0.01497
34.5204,0.01604
34.5254,0.01616
34.5304,0.01464
34.5354,0.01339
34.5404,0.01287
34.5454,0.01402
34.5504,0.01406
34.5554,0.01521
34.5604,0.01374
34.5654,0.01243
34.5704,0.01313
34.5754,0.01427
34.5804,0.01366
34.5854,0.01534
34.5904,0.01506
34.5954,0.01524
34.6004,0.01617
34.6054,0.01612
34.6104,0.01624
34.6154,0.01478
34.6204,0.01116
34.6254,0.01138
34.6304,0.00868
34.6354,0.00713
34.6404,0.0075
34.6454,0.00743
34.6504,0.00693
34.6554,0.00628
34.6604,0.00457
34.6654,0.0055
34.6704,0.00496
34.6754,0.00386
34.6804,0.00329
34.6854,0.00228
34.6904,0
34.6954,6.56E-04
34.7004,0.00348
34.7054,0.00519
34.7104,0.0034
34.7154,0.00273
34.7204,0.00485
34.7254,0.00701
34.7304,0.00711
34.7354,0.00794
34.7404,0.0071
34.7454,0.00561
34.7504,0.00687
34.7554,0.01008
34.7604,0.01157
34.7654,0.01165
34.7704,0.00966
34.7754,0.00871
34.7804,0.00948
34.7854,0.01098
34.7904,0.01074
34.7954,0.01032
34.8004,0.00916
34.8054,0.00817
