XRD - Patata-20,
44.93,1825
44.95,1860
44.97,1777
44.99,1905
45.01,1808
45.03,1797
45.05,1704
45.07,1780
45.09,1861
45.11,1833
45.13,1854
45.15,1815
45.17,1744
45.19,1793
45.21,1792
45.23,1825
45.25,1827
45.27,1810
45.29,1856
45.31,1787
45.33,1779
45.35,1864
45.37,1737
45.39,1808
45.41,1752
45.43,1721
45.45,1794
45.47,1823
45.49,1803
45.51,1762
45.53,1789
45.55,1846
45.57,1813
45.59,1816
45.61,1768
45.63,1765
45.65,1744
45.67,1757
45.69,1778
45.71,1830
45.73,1862
45.75,1712
45.77,1752
45.79,1689
45.81,1723
45.83,1810
45.85,1744
45.87,1740
45.89,1772
45.91,1770
45.93,1727
45.95,1830
45.97,1760
45.99,1778
46.01,1803
46.03,1786
46.05,1786
46.07,1787
46.09,1809
46.11,1740
46.13,1768
46.15,1773
46.17,1804
46.19,1780
46.21,1763
46.23,1761
46.25,1826
46.27,1693
46.29,1690
46.31,1793
46.33,1667
46.35,1709
46.37,1701
46.39,1814
46.41,1776
46.43,1756
46.45,1706
46.47,1779
46.49,1760
46.51,1749
46.53,1723
46.55,1694
46.57,1774
46.59,1630
46.61,1714
46.63,1728
46.65,1704
46.67,1733
46.69,1700
46.71,1764
46.73,1717
46.75,1672
46.77,1702
46.79,1672
46.81,1650
46.83,1726
46.85,1702
46.87,1722
46.89,1640
46.91,1716
46.93,1632
46.95,1612
46.97,1647
46.99,1653
47.01,1680
47.03,1682
47.05,1684
47.07,1686
47.09,1688
47.11,1747
47.13,1669
47.15,1669
47.17,1689
47.19,1663
47.21,1689
47.23,1673
47.25,1704
47.27,1701
47.29,1636
47.31,1722
47.33,1724
47.35,1706
47.37,1647
47.39,1612
47.41,1676
47.43,1679
47.45,1631
47.47,1640
47.49,1616
47.51,1579
47.53,1645
47.55,1681
47.57,1613
47.59,1698
47.61,1680
47.63,1687
47.65,1709
47.67,1647
47.69,1575
47.71,1641
47.73,1674
47.75,1636
47.77,1642
47.79,1629
47.81,1592
47.83,1678
47.85,1659
47.87,1663
47.89,1540
47.91,1683
47.93,1681
47.95,1591
47.97,1655
47.99,1610
48.01,1674
48.03,1608
48.05,1651
48.07,1723
48.09,1620
48.11,1560
48.13,1666
48.15,1635
48.17,1616
48.19,1598
48.21,1583
48.23,1665
48.25,1543
48.27,1658
48.29,1688
48.31,1614
48.33,1609
48.35,1656
48.37,1582
48.39,1584
48.41,1577
48.43,1550
48.45,1569
48.47,1644
48.49,1630
48.51,1543
48.53,1585
48.55,1646
48.57,1667
48.59,1580
48.61,1560
48.63,1552
48.65,1533
48.67,1571
48.69,1545
48.71,1525
48.73,1629
48.75,1598
48.77,1571
48.79,1498
48.81,1543
48.83,1534
48.85,1613
48.87,1567
48.89,1590
48.91,1574
48.93,1579
48.95,1592
48.97,1512
48.99,1502
49.01,1532
49.03,1572
49.05,1521
49.07,1531
49.09,1543
49.11,1534
49.13,1528
49.15,1501
49.17,1565
49.19,1593
49.21,1567
49.23,1542
49.25,1360
49.27,1524
49.29,1521
49.31,1482
49.33,1439
49.35,1440
49.37,1483
49.39,1547
49.41,1484
49.43,1478
49.45,1528
49.47,1427
49.49,1495
49.51,1559
49.53,1430
49.55,1514
49.57,1406
49.59,1417
49.61,1500
49.63,1520
49.65,1416
49.67,1456
49.69,1464
49.71,1453
49.73,1433
49.75,1452
49.77,1366
49.79,1458
49.81,1404
49.83,1441
49.85,1486
49.87,1401
49.89,1409
49.91,1406
49.93,1456
49.95,1468
49.97,1444
49.99,1464
50.01,1378
50.03,1448
50.05,1432
50.07,1443
50.09,1322
50.11,1438
50.13,1365
50.15,1449
50.17,1305
50.19,1405
50.21,1456
50.23,1385
50.25,1364
50.27,1426
50.29,1414
50.31,1374
50.33,1383
50.35,1322
50.37,1365
50.39,1372
50.41,1401
50.43,1333
50.45,1394
50.47,1312
50.49,1316
50.51,1345
50.53,1312
50.55,1319
50.57,1297
50.59,1314
50.61,1306
50.63,1283
50.65,1282
50.67,1387
50.69,1307
50.71,1280
50.73,1314
50.75,1338
50.77,1368
50.79,1363
50.81,1351
50.83,1282
50.85,1318
50.87,1307
50.89,1282
50.91,1240
50.93,1258
50.95,1289
50.97,1356
50.99,1280
51.01,1360
51.03,1258
51.05,1285
51.07,1281
51.09,1221
51.11,1296
51.13,1263
51.15,1272
51.17,1262
51.19,1222
51.21,1266
51.23,1226
51.25,1246
51.27,1223
51.29,1279
51.31,1213
51.33,1231
51.35,1255
51.37,1241
51.39,1199
51.41,1260
51.43,1249
51.45,1232
51.47,1275
51.49,1203
51.51,1214
51.53,1190
51.55,1249
51.57,1178
51.59,1180
51.61,1190
51.63,1243
51.65,1215
51.67,1262
51.69,1246
51.71,1228
51.73,1224
51.75,1168
51.77,1201
51.79,1176
51.81,1166
51.83,1221
51.85,1277
51.87,1139
51.89,1173
51.91,1235
51.93,1181
51.95,1198
51.97,1151
51.99,1138
52.01,1156
52.03,1167
52.05,1135
52.07,1182
52.09,1146
52.11,1138
52.13,1225
52.15,1128
52.17,1204
52.19,1138
52.21,1100
52.23,1133
52.25,1215
52.27,1146
52.29,1141
52.31,1198
52.33,1137
52.35,1137
52.37,1129
52.39,1181
52.41,1158
52.43,1169
52.45,1229
52.47,1136
52.49,1171
52.51,1202
52.53,1154
52.55,1184
52.57,1147
52.59,1197
52.61,1178
52.63,1141
52.65,1116
52.67,1127
52.69,1110
52.71,1136
52.73,1076
52.75,1100
52.77,1100
52.79,1103
52.81,1053
52.83,1131
52.85,1130
52.87,1088
52.89,1100
52.91,1089
52.93,1122
52.95,1149
52.97,1091
52.99,1145
53.01,1085
53.03,1076
53.05,1097
53.07,1059
53.09,1113
53.11,1114
53.13,1107
53.15,1118
53.17,1077
53.19,1068
53.21,1111
53.23,1062
53.25,1068
53.27,1057
53.29,1106
53.31,1059
53.33,1063
53.35,1085
53.37,1062
53.39,1062
53.41,1067
53.43,1076
53.45,1059
53.47,1071
53.49,1102
53.51,1027
53.53,1073
53.55,1042
53.57,1054
53.59,1015
53.61,1089
53.63,1067
53.65,1033
53.67,1047
53.69,1090
53.71,1067
53.73,1045
53.75,1025
53.77,1033
53.79,1032
53.81,1063
53.83,1034
53.85,1073
53.87,1037
53.89,1042
53.91,1002
53.93,990
53.95,1050
53.97,1035
53.99,995
54.01,1038
54.03,981
54.05,1066
54.07,1047
54.09,985
54.11,1002
54.13,989
54.15,973
54.17,964
54.19,1007
54.21,1018
54.23,987
54.25,1042
54.27,969
54.29,1032
54.31,1056
54.33,991
54.35,1020
54.37,1019
54.39,1013
54.41,1045
54.43,1010
54.45,1000
54.47,1030
54.49,996
54.51,995
54.53,974
54.55,1075
54.57,990
54.59,974
54.61,981
54.63,967
54.65,994
54.67,987
54.69,967
54.71,962
54.73,1004
54.75,979
54.77,1005
54.79,965
54.81,929
54.83,956
54.85,983
54.87,1015
54.89,960
54.91,945
54.93,947
54.95,989
54.97,928
54.99,960
55.01,996
55.03,941
55.05,995
55.07,983
55.09,903
55.11,1003
55.13,1028
55.15,970
55.17,989
55.19,941
55.21,877
55.23,930
55.25,904
55.27,942
55.29,962
55.31,935
55.33,963
55.35,942
55.37,854
55.39,964
55.41,946
55.43,976
55.45,952
55.47,957
55.49,940
55.51,956
55.53,941
55.55,903
55.57,898
55.59,988
55.61,941
55.63,926
55.65,909
55.67,882
55.69,969
55.71,956
55.73,942
55.75,924
55.77,926
55.79,958
55.81,976
55.83,921
55.85,857
55.87,927
55.89,959
55.91,913
55.93,864
55.95,970
55.97,930
55.99,930
56.01,971
56.03,911
56.05,918
56.07,854
56.09,965
56.11,875
56.13,910
56.15,911
56.17,840
56.19,925
56.21,871
56.23,910
56.25,919
56.27,866
56.29,930
56.31,918
56.33,884
56.35,929
56.37,862
56.39,915
56.41,950
56.43,897
56.45,860
56.47,824
56.49,942
56.51,895
56.53,932
56.55,963
56.57,902
56.59,873
56.61,905
56.63,893
56.65,898
56.67,883
56.69,894
56.71,849
56.73,937
56.75,877
56.77,866
56.79,875
56.81,944
56.83,896
56.85,896
56.87,825
56.89,929
56.91,865
56.93,911
56.95,865
56.97,921
56.99,885
57.01,877
57.03,864
57.05,901
57.07,896
57.09,855
57.11,892
57.13,894
57.15,913
57.17,882
57.19,859
57.21,928
57.23,847
57.25,918
57.27,945
57.29,852
57.31,850
57.33,846
57.35,860
57.37,854
57.39,860
57.41,893
57.43,862
57.45,812
57.47,833
57.49,832
57.51,803
57.53,810
57.55,891
57.57,833
57.59,845
57.61,823
57.63,809
57.65,897
57.67,904
57.69,885
57.71,830
57.73,878
57.75,870
57.77,864
57.79,840
57.81,862
57.83,844
57.85,797
57.87,823
57.89,848
57.91,819
57.93,822
57.95,849
57.97,887
57.99,846
58.01,850
58.03,887
58.05,814
58.07,882
58.09,819
58.11,836
58.13,806
58.15,795
58.17,867
58.19,880
58.21,814
58.23,820
58.25,774
58.27,855
58.29,814
58.31,803
58.33,794
58.35,861
58.37,781
58.39,843
58.41,784
58.43,842
58.45,820
58.47,857
58.49,833
58.51,866
58.53,785
58.55,811
58.57,838
58.59,783
58.61,800
58.63,781
58.65,796
58.67,808
58.69,856
58.71,769
58.73,837
58.75,786
58.77,795
58.79,829
58.81,761
58.83,828
58.85,796
58.87,773
58.89,838
58.91,846
58.93,839
58.95,827
58.97,849
58.99,814
59.01,811
59.03,805
59.05,822
59.07,794
59.09,780
59.11,799
59.13,851
59.15,843
59.17,775
59.19,781
59.21,833
59.23,770
59.25,817
59.27,830
59.29,793
59.31,800
59.33,837
59.35,773
59.37,781
59.39,747
59.41,751
59.43,787
59.45,857
59.47,820
59.49,772
59.51,797
59.53,780
59.55,740
59.57,737
59.59,770
59.61,768
59.63,798
59.65,800
59.67,761
59.69,783
59.71,714
59.73,776
59.75,762
59.77,749
59.79,773
59.81,773
59.83,760
59.85,757
59.87,782
59.89,788
59.91,731
59.93,726
59.95,738
59.97,760
59.99,714
