XRD - Patata-0,
8.55,2119
8.57,2108
8.59,2151
8.61,2166
8.63,2149
8.65,2165
8.67,2127
8.69,2148
8.71,2143
8.73,2143
8.75,2222
8.77,2172
8.79,2192
8.81,2170
8.83,2164
8.85,2195
8.87,2222
8.89,2226
8.91,2268
8.93,2222
8.95,2219
8.97,2220
8.99,2228
9.01,2266
9.03,2229
9.05,2329
9.07,2266
9.09,2209
9.11,2325
9.13,2293
9.15,2265
9.17,2307
9.19,2308
9.21,2393
9.23,2343
9.25,2383
9.27,2355
9.29,2337
9.31,2346
9.33,2411
9.35,2457
9.37,2425
9.39,2544
9.41,2441
9.43,2396
9.45,2422
9.47,2462
9.49,2473
9.51,2444
9.53,2522
9.55,2447
9.57,2476
9.59,2604
9.61,2604
9.63,2499
9.65,2543
9.67,2577
9.69,2611
9.71,2603
9.73,2597
9.75,2689
9.77,2543
9.79,2687
9.81,2688
9.83,2591
9.85,2631
9.87,2772
9.89,2668
9.91,2673
9.93,2668
9.95,2719
9.97,2707
9.99,2722
10.01,2689
10.03,2693
10.05,2697
10.07,2775
10.09,2866
10.11,2791
10.13,2779
10.15,2768
10.17,2795
10.19,2863
10.21,2890
10.23,2854
10.25,2739
10.27,2805
10.29,2849
10.31,2916
10.33,2816
10.35,2796
10.37,2839
10.39,2851
10.41,2858
10.43,2798
10.45,2790
10.47,2846
10.49,2831
10.51,2933
10.53,2745
10.55,2845
10.57,2838
10.59,2783
10.61,2772
10.63,2846
10.65,2869
10.67,2873
10.69,2930
10.71,2851
10.73,2994
10.75,2964
10.77,2974
10.79,2870
10.81,2867
10.83,2917
10.85,2844
10.87,2920
10.89,2892
10.91,2862
10.93,2968
10.95,2805
10.97,3028
10.99,2980
11.01,2934
11.03,3003
11.05,3035
11.07,2984
11.09,2953
11.11,2926
11.13,3011
11.15,3046
11.17,3039
11.19,3101
11.21,3047
11.23,3154
11.25,3080
11.27,3135
11.29,3141
11.31,2957
11.33,3051
11.35,3213
11.37,3201
11.39,3254
11.41,3188
11.43,3045
11.45,3035
11.47,3182
11.49,3156
11.51,3164
11.53,3175
11.55,3248
11.57,3046
11.59,3128
11.61,3223
11.63,3204
11.65,3185
11.67,3118
11.69,3177
11.71,3158
11.73,3225
11.75,3216
11.77,3112
11.79,3101
11.81,3067
11.83,3167
11.85,3094
11.87,3024
11.89,2991
11.91,3184
11.93,3137
11.95,3026
11.97,3073
11.99,2960
12.01,3013
12.03,3018
12.05,3172
12.07,3098
12.09,3002
12.11,3087
12.13,3073
12.15,3096
12.17,3164
12.19,3036
12.21,3057
12.23,3074
12.25,3093
12.27,3043
12.29,3128
12.31,2987
12.33,3168
12.35,3028
12.37,3017
12.39,3168
12.41,2951
12.43,3081
12.45,3136
12.47,3071
12.49,3063
12.51,3088
12.53,3193
12.55,3007
12.57,3282
12.59,3029
12.61,3140
12.63,3114
12.65,3213
12.67,3184
12.69,3176
12.71,3178
12.73,3152
12.75,3256
12.77,3239
12.79,3317
12.81,3261
12.83,3209
12.85,3223
12.87,3277
12.89,3243
12.91,3204
12.93,3285
12.95,3244
12.97,3335
12.99,3470
13.01,3450
13.03,3369
13.05,3413
13.07,3410
13.09,3489
13.11,3470
13.13,3397
13.15,3510
13.17,3398
13.19,3533
13.21,3498
13.23,3414
13.25,3572
13.27,3603
13.29,3686
13.31,3582
13.33,3710
13.35,3741
13.37,3668
13.39,3601
13.41,3803
13.43,3734
13.45,3776
13.47,3859
13.49,3797
13.51,3793
13.53,3941
13.55,3854
13.57,3945
13.59,4000
13.61,3978
13.63,4084
13.65,3997
13.67,4214
13.69,4185
13.71,4257
13.73,4178
13.75,4138
13.77,4375
13.79,4334
13.81,4420
13.83,4397
13.85,4463
13.87,4426
13.89,4609
13.91,4481
13.93,4476
13.95,4514
13.97,4693
13.99,4729
14.01,4688
14.03,4626
14.05,4698
14.07,4754
14.09,4792
14.11,4795
14.13,4854
14.15,4903
14.17,4945
14.19,4863
14.21,5013
14.23,5043
14.25,4882
14.27,5083
14.29,4942
14.31,4967
14.33,4975
14.35,4963
14.37,5146
14.39,5119
14.41,5124
14.43,5034
14.45,5044
14.47,4950
14.49,4958
14.51,4958
14.53,5047
14.55,4842
14.57,5082
14.59,4991
14.61,5087
14.63,5074
14.65,5046
14.67,5090
14.69,5076
14.71,5064
14.73,4885
14.75,4974
14.77,5116
14.79,4965
14.81,5097
14.83,5180
14.85,5132
14.87,5163
14.89,5083
14.91,5197
14.93,5237
14.95,5209
14.97,5176
14.99,5171
15.01,5177
15.03,5216
15.05,5306
15.07,5288
15.09,5354
15.11,5291
15.13,5255
15.15,5342
15.17,5314
15.19,5269
15.21,5361
15.23,5398
15.25,5265
15.27,5234
15.29,5266
15.31,5185
15.33,5336
15.35,5222
15.37,5208
15.39,5075
15.41,5284
15.43,5038
15.45,5222
15.47,5109
15.49,5150
15.51,5112
15.53,5051
15.55,5035
15.57,5039
15.59,4994
15.61,5011
15.63,4916
15.65,4828
15.67,4915
15.69,4862
15.71,4885
15.73,5017
15.75,4879
15.77,4922
15.79,4882
15.81,4906
15.83,4859
15.85,4876
15.87,4861
15.89,4812
15.91,5007
15.93,4869
15.95,4994
15.97,4993
15.99,4962
16.01,4906
16.03,4988
16.05,5104
16.07,4975
16.09,5034
16.11,5227
16.13,5023
16.15,5145
16.17,5237
16.19,5309
16.21,5313
16.23,5354
16.25,5312
16.27,5236
16.29,5333
16.31,5487
16.33,5511
16.35,5470
16.37,5423
16.39,5618
16.41,5702
16.43,5723
16.45,5755
16.47,5911
16.49,5975
16.51,5882
16.53,6005
16.55,6236
16.57,6166
16.59,6141
16.61,6339
16.63,6455
16.65,6410
16.67,6730
16.69,6628
16.71,6737
16.73,6814
16.75,6967
16.77,7003
16.79,6920
16.81,7189
16.83,7088
16.85,7260
16.87,7477
16.89,7435
16.91,7545
16.93,7596
16.95,7789
16.97,7598
16.99,7604
17.01,8065
17.03,7959
17.05,7998
17.07,8070
17.09,7990
17.11,8158
17.13,8107
17.15,7996
17.17,8124
17.19,8207
17.21,8173
17.23,8077
17.25,8056
17.27,8145
17.29,7920
17.31,8011
17.33,7907
17.35,7994
17.37,8040
17.39,7807
17.41,7764
17.43,7819
17.45,7673
17.47,7578
17.49,7508
17.51,7399
17.53,7206
17.55,7207
17.57,7052
17.59,6902
17.61,6804
17.63,6812
17.65,6523
17.67,6570
17.69,6333
17.71,6383
17.73,6219
17.75,6104
17.77,5964
17.79,6145
17.81,5844
17.83,5899
17.85,5696
17.87,5612
17.89,5486
17.91,5351
17.93,5439
17.95,5305
17.97,5338
17.99,5219
18.01,5045
18.03,5142
18.05,5084
18.07,4902
18.09,5059
18.11,4909
18.13,4794
18.15,4850
18.17,4819
18.19,4728
18.21,4800
18.23,4690
18.25,4748
18.27,4766
18.29,4664
18.31,4764
18.33,4457
18.35,4649
18.37,4606
18.39,4507
18.41,4565
18.43,4544
18.45,4585
18.47,4459
18.49,4488
18.51,4554
18.53,4535
18.55,4559
18.57,4574
18.59,4544
18.61,4603
18.63,4496
18.65,4540
18.67,4491
18.69,4447
18.71,4432
18.73,4438
18.75,4508
18.77,4510
18.79,4398
18.81,4585
18.83,4523
18.85,4453
18.87,4639
18.89,4515
18.91,4448
18.93,4679
18.95,4498
18.97,4448
18.99,4629
19.01,4622
19.03,4534
19.05,4745
19.07,4608
19.09,4741
19.11,4584
19.13,4675
19.15,4509
19.17,4665
19.19,4795
19.21,4754
19.23,4629
19.25,4703
19.27,4752
19.29,4763
19.31,4649
19.33,4741
19.35,4709
19.37,4836
19.39,4737
19.41,4828
19.43,4724
19.45,4822
19.47,4654
19.49,4782
19.51,4808
19.53,4940
19.55,4879
19.57,4800
19.59,4912
19.61,4882
19.63,4799
19.65,4840
19.67,4853
19.69,4813
19.71,4886
19.73,4866
19.75,4907
19.77,4901
19.79,4777
19.81,4916
19.83,4781
19.85,4989
19.87,4764
19.89,4774
19.91,4814
19.93,4819
19.95,4744
19.97,4714
19.99,4826
20.01,4764
20.03,4803
20.05,4737
20.07,4700
20.09,4728
20.11,4635
20.13,4689
20.15,4567
20.17,4644
20.19,4622
20.21,4641
20.23,4478
20.25,4669
20.27,4503
20.29,4571
20.31,4622
20.33,4588
20.35,4417
20.37,4413
20.39,4476
20.41,4404
20.43,4426
20.45,4479
20.47,4536
20.49,4471
20.51,4446
20.53,4584
20.55,4454
20.57,4537
20.59,4360
20.61,4616
20.63,4363
20.65,4450
20.67,4422
20.69,4449
20.71,4383
20.73,4383
20.75,4465
20.77,4333
20.79,4328
20.81,4384
20.83,4419
20.85,4391
20.87,4424
20.89,4416
20.91,4390
20.93,4404
20.95,4297
20.97,4477
20.99,4324
21.01,4342
21.03,4471
21.05,4223
21.07,4303
21.09,4439
21.11,4238
21.13,4364
21.15,4515
21.17,4507
21.19,4430
21.21,4422
21.23,4588
21.25,4339
21.27,4465
21.29,4461
21.31,4430
21.33,4565
21.35,4656
21.37,4492
21.39,4574
21.41,4482
21.43,4610
21.45,4635
21.47,4567
21.49,4601
21.51,4539
21.53,4610
21.55,4677
21.57,4778
21.59,4701
21.61,4789
21.63,4782
21.65,4814
21.67,4869
21.69,4827
21.71,4862
21.73,4815
21.75,4895
21.77,4818
21.79,4859
21.81,4875
21.83,4886
21.85,4961
21.87,5138
21.89,5089
21.91,4967
21.93,5082
21.95,5260
21.97,5051
21.99,5149
22.01,5184
22.03,5160
22.05,5196
22.07,5285
22.09,5295
22.11,5258
22.13,5248
22.15,5348
22.17,5422
22.19,5326
22.21,5415
22.23,5392
22.25,5490
22.27,5440
22.29,5386
22.31,5266
22.33,5398
22.35,5476
22.37,5433
22.39,5344
22.41,5446
22.43,5511
22.45,5419
22.47,5402
22.49,5525
22.51,5351
22.53,5374
22.55,5435
22.57,5354
22.59,5256
22.61,5206
22.63,5274
22.65,5154
22.67,5125
22.69,5203
22.71,4966
22.73,5025
22.75,5124
22.77,5026
22.79,4944
22.81,4956
22.83,4896
22.85,4945
22.87,4719
22.89,4796
22.91,4789
22.93,4880
22.95,4824
22.97,4779
22.99,4704
23.01,4788
23.03,4747
23.05,4603
23.07,4688
23.09,4698
23.11,4664
23.13,4710
23.15,4651
23.17,4575
23.19,4644
23.21,4791
23.23,4734
23.25,4745
23.27,4657
23.29,4643
23.31,4629
23.33,4539
23.35,4627
23.37,4688
23.39,4421
23.41,4585
23.43,4564
23.45,4575
23.47,4548
23.49,4622
23.51,4580
23.53,4574
23.55,4689
23.57,4641
23.59,4637
23.61,4764
23.63,4580
23.65,4669
23.67,4612
23.69,4675
23.71,4673
23.73,4812
23.75,4760
23.77,4825
23.79,4734
23.81,4828
23.83,4739
23.85,4875
23.87,4824
23.89,4803
23.91,4748
23.93,4772
23.95,4738
23.97,4899
23.99,4816
24.01,4844
24.03,4863
24.05,4836
24.07,4857
24.09,4888
24.11,4892
24.13,4780
24.15,4905
24.17,4912
24.19,4875
24.21,4765
24.23,4820
24.25,4732
24.27,4782
24.29,4698
24.31,4695
24.33,4760
24.35,4707
24.37,4614
24.39,4700
24.41,4583
24.43,4668
24.45,4535
24.47,4626
24.49,4514
24.51,4535
24.53,4445
24.55,4457
24.57,4318
24.59,4390
24.61,4285
24.63,4384
24.65,4301
24.67,4228
24.69,4311
24.71,4179
24.73,4168
24.75,4169
24.77,4055
24.79,3957
24.81,4099
24.83,3951
24.85,4051
24.87,3862
24.89,3910
24.91,3882
24.93,3826
24.95,3797
24.97,3810
24.99,3691
25.01,3702
25.03,3743
25.05,3659
25.07,3693
25.09,3675
25.11,3633
25.13,3639
25.15,3546
25.17,3477
25.19,3525
25.21,3609
25.23,3505
25.25,3406
25.27,3417
25.29,3410
25.31,3378
25.33,3478
25.35,3490
25.37,3371
25.39,3441
25.41,3470
25.43,3467
25.45,3405
25.47,3391
25.49,3335
25.51,3289
25.53,3445
25.55,3443
25.57,3469
25.59,3255
25.61,3449
25.63,3311
25.65,3392
25.67,3398
25.69,3398
25.71,3334
25.73,3378
25.75,3311
25.77,3426
25.79,3414
25.81,3397
25.83,3452
25.85,3366
25.87,3477
25.89,3358
25.91,3396
25.93,3424
25.95,3486
25.97,3415
25.99,3451
26.01,3437
26.03,3438
26.05,3469
26.07,3389
26.09,3457
26.11,3364
26.13,3463
26.15,3534
26.17,3478
26.19,3515
26.21,3487
26.23,3417
26.25,3554
26.27,3430
26.29,3446
26.31,3403
26.33,3452
26.35,3542
26.37,3492
26.39,3500
26.41,3473
26.43,3465
26.45,3423
26.47,3380
26.49,3411
26.51,3480
26.53,3544
26.55,3340
26.57,3346
26.59,3425
26.61,3349
26.63,3362
26.65,3309
26.67,3361
26.69,3277
26.71,3376
26.73,3387
26.75,3377
26.77,3290
26.79,3298
26.81,3341
26.83,3235
26.85,3305
26.87,3227
26.89,3242
26.91,3191
26.93,3238
26.95,3143
26.97,3144
26.99,3133
27.01,3011
27.03,3074
27.05,3096
27.07,3174
27.09,3167
27.11,3116
27.13,3054
27.15,3045
27.17,3127
27.19,2940
27.21,3116
27.23,3021
27.25,3048
27.27,3058
27.29,3004
27.31,2953
27.33,2996
27.35,3001
27.37,2944
27.39,2894
27.41,2922
27.43,2961
27.45,2963
27.47,2888
27.49,2943
27.51,2986
27.53,2885
27.55,2828
27.57,2956
27.59,2971
27.61,2936
27.63,2856
27.65,2917
27.67,2914
27.69,2883
27.71,2861
27.73,2896
27.75,2851
27.77,2899
27.79,2947
27.81,2855
27.83,2892
27.85,2850
27.87,2928
27.89,2828
27.91,2891
27.93,2904
27.95,2826
27.97,2910
27.99,2922
28.01,2865
28.03,2864
28.05,2896
28.07,2921
28.09,2884
28.11,2893
28.13,2896
28.15,2808
28.17,2906
28.19,2744
28.21,2943
28.23,2883
28.25,2884
28.27,2864
28.29,2927
28.31,2944
28.33,2906
28.35,2838
28.37,2807
28.39,2885
28.41,2902
28.43,2833
28.45,2844
28.47,2892
28.49,3000
28.51,2799
28.53,2970
28.55,2759
28.57,2935
28.59,2921
28.61,2923
28.63,2838
28.65,2865
28.67,2948
28.69,2953
28.71,2957
28.73,2910
28.75,2917
28.77,2859
28.79,2809
28.81,2858
28.83,2884
28.85,2902
28.87,3009
28.89,2966
28.91,2888
28.93,2964
28.95,2903
28.97,2869
28.99,2861
29.01,2914
29.03,2854
29.05,2932
29.07,2962
29.09,2899
29.11,2847
29.13,2854
29.15,2859
29.17,2851
29.19,2894
29.21,2798
29.23,2881
29.25,2993
29.27,2807
29.29,2957
29.31,2993
29.33,2880
29.35,2927
29.37,2899
29.39,2995
29.41,2958
29.43,2877
29.45,2738
29.47,2982
29.49,2862
29.51,2859
29.53,2962
29.55,2917
29.57,2878
29.59,2968
29.61,2912
29.63,2917
29.65,2967
29.67,2919
29.69,2942
29.71,2859
29.73,2893
29.75,2940
29.77,2964
29.79,3004
29.81,3007
29.83,2964
29.85,2951
29.87,3005
29.89,3024
29.91,3025
29.93,3051
29.95,2944
29.97,3074
29.99,3116
30.01,3093
30.03,2981
30.05,3006
30.07,2898
30.09,3116
30.11,3053
30.13,2961
30.15,3047
30.17,2951
30.19,2928
30.21,3000
30.23,3167
30.25,2978
30.27,3109
30.29,3016
30.31,3001
30.33,3007
30.35,3001
30.37,3140
30.39,2993
30.41,3067
30.43,3064
30.45,3025
30.47,3042
30.49,3155
30.51,3016
30.53,2964
30.55,2970
30.57,3061
30.59,3019
30.61,3037
30.63,2969
30.65,3111
30.67,3028
30.69,3010
30.71,2959
30.73,2985
30.75,2967
30.77,3061
30.79,3009
30.81,3034
30.83,3028
30.85,3065
30.87,3023
30.89,3073
30.91,3061
30.93,3003
30.95,3048
30.97,3069
30.99,3043
31.01,2978
31.03,3063
31.05,2983
31.07,3141
31.09,3075
31.11,2998
31.13,3127
31.15,3089
31.17,3082
31.19,2972
31.21,3034
31.23,3102
31.25,3183
31.27,3141
31.29,3131
31.31,3053
31.33,2982
31.35,3085
31.37,3137
31.39,3080
31.41,3086
31.43,2978
31.45,3092
31.47,3039
31.49,3080
31.51,3093
31.53,3170
31.55,3080
31.57,3043
31.59,3048
31.61,3089
31.63,3032
31.65,3062
31.67,3096
31.69,3070
31.71,2981
31.73,3057
31.75,3003
31.77,3020
31.79,3000
31.81,2900
31.83,2934
31.85,3059
31.87,2997
31.89,2904
31.91,2888
31.93,2948
31.95,2970
31.97,2930
31.99,2913
32.01,2963
32.03,2969
32.05,2878
32.07,2961
32.09,2831
32.11,2941
32.13,2878
32.15,2977
32.17,2846
32.19,2862
32.21,2882
32.23,2839
32.25,2946
32.27,3036
32.29,2825
32.31,2886
32.33,2808
32.35,2836
32.37,2908
32.39,2860
32.41,2879
32.43,2887
32.45,2923
32.47,2817
32.49,2832
32.51,2860
32.53,2831
32.55,2878
32.57,2902
32.59,2963
32.61,2853
32.63,3012
32.65,2842
32.67,2928
32.69,2855
32.71,2900
32.73,2816
32.75,2957
32.77,2917
32.79,2813
32.81,2771
32.83,2874
32.85,2872
32.87,2806
32.89,2869
32.91,2876
32.93,2881
32.95,2971
32.97,2885
32.99,2934
33.01,2851
33.03,2967
33.05,2900
33.07,2932
33.09,2988
33.11,2806
33.13,2882
33.15,2990
33.17,2895
33.19,2956
33.21,2912
33.23,2941
33.25,2981
33.27,2879
33.29,2947
33.31,2887
33.33,2923
33.35,3056
33.37,3015
33.39,2930
33.41,2947
33.43,2933
33.45,2965
33.47,2944
33.49,2991
33.51,2995
33.53,3108
33.55,2944
33.57,3051
33.59,2941
33.61,3005
33.63,2971
33.65,2987
33.67,2962
33.69,2965
33.71,3021
33.73,3006
33.75,3047
33.77,3037
33.79,2899
33.81,3079
33.83,2993
33.85,3043
33.87,3169
33.89,3102
33.91,3022
33.93,3015
33.95,2996
33.97,3086
33.99,3040
34.01,3068
34.03,2981
34.05,3108
34.07,3145
34.09,3040
34.11,3028
34.13,3119
34.15,3189
34.17,3120
34.19,2986
34.21,3041
34.23,3020
34.25,3008
34.27,3055
34.29,3064
34.31,3153
34.33,3127
34.35,3090
34.37,3192
34.39,3053
34.41,3196
34.43,3298
34.45,3101
34.47,3050
34.49,3073
34.51,3080
34.53,3054
34.55,3164
34.57,3134
34.59,3029
34.61,3031
34.63,3130
34.65,3024
34.67,3114
34.69,3106
34.71,2987
34.73,3158
34.75,3112
34.77,3038
34.79,3034
34.81,3025
34.83,3094
34.85,3028
34.87,3030
34.89,3090
34.91,3149
34.93,2934
34.95,2946
34.97,2976
34.99,3040
35.01,2996
35.03,2969
35.05,3029
35.07,2966
35.09,2887
35.11,2987
35.13,2946
35.15,2860
35.17,2803
35.19,2939
35.21,2895
35.23,2789
35.25,2859
35.27,2822
35.29,2829
35.31,2838
35.33,2924
35.35,2759
35.37,2792
35.39,2814
35.41,2815
35.43,2798
35.45,2858
35.47,2904
35.49,2844
35.51,2751
35.53,2684
35.55,2685
35.57,2703
35.59,2758
35.61,2632
35.63,2800
35.65,2771
35.67,2704
35.69,2784
35.71,2652
35.73,2686
35.75,2797
35.77,2588
35.79,2727
35.81,2727
35.83,2768
35.85,2750
35.87,2758
35.89,2715
35.91,2783
35.93,2769
35.95,2657
35.97,2587
35.99,2658
36.01,2581
36.03,2664
36.05,2698
36.07,2658
36.09,2631
36.11,2682
36.13,2749
36.15,2627
36.17,2633
36.19,2698
36.21,2691
36.23,2668
36.25,2670
36.27,2545
36.29,2578
36.31,2662
36.33,2615
36.35,2547
36.37,2580
36.39,2626
36.41,2569
36.43,2577
36.45,2680
36.47,2607
36.49,2532
36.51,2641
36.53,2574
36.55,2625
36.57,2558
36.59,2635
36.61,2499
36.63,2643
36.65,2574
36.67,2602
36.69,2427
36.71,2564
36.73,2533
36.75,2510
36.77,2546
36.79,2508
36.81,2500
36.83,2546
36.85,2503
36.87,2524
36.89,2500
36.91,2553
36.93,2605
36.95,2559
36.97,2532
36.99,2625
37.01,2620
37.03,2539
37.05,2590
37.07,2512
37.09,2597
37.11,2573
37.13,2497
37.15,2518
37.17,2609
37.19,2547
37.21,2649
37.23,2529
37.25,2537
37.27,2594
37.29,2527
37.31,2588
37.33,2550
37.35,2516
37.37,2453
37.39,2557
37.41,2544
37.43,2531
37.45,2533
37.47,2540
37.49,2606
37.51,2555
37.53,2571
37.55,2525
37.57,2557
37.59,2569
37.61,2504
37.63,2659
37.65,2565
37.67,2671
37.69,2530
37.71,2580
37.73,2545
37.75,2478
37.77,2563
37.79,2596
37.81,2586
37.83,2501
37.85,2590
37.87,2522
37.89,2640
37.91,2612
37.93,2446
37.95,2616
37.97,2653
37.99,2629
38.01,2636
38.03,2550
38.05,2517
38.07,2636
38.09,2597
38.11,2545
38.13,2512
38.15,2638
38.17,2623
38.19,2604
38.21,2676
38.23,2547
38.25,2522
38.27,2576
38.29,2470
38.31,2540
38.33,2566
38.35,2564
38.37,2537
38.39,2580
38.41,2573
38.43,2502
38.45,2612
38.47,2665
38.49,2548
38.51,2525
38.53,2522
38.55,2446
38.57,2563
38.59,2667
38.61,2469
38.63,2551
38.65,2539
38.67,2564
38.69,2517
38.71,2584
38.73,2515
38.75,2582
38.77,2502
38.79,2478
38.81,2595
38.83,2612
38.85,2565
38.87,2554
38.89,2515
38.91,2386
38.93,2593
38.95,2522
38.97,2573
38.99,2478
39.01,2398
39.03,2464
39.05,2527
39.07,2414
39.09,2531
39.11,2489
39.13,2445
39.15,2436
39.17,2479
39.19,2438
39.21,2556
39.23,2408
39.25,2450
39.27,2533
39.29,2478
39.31,2460
39.33,2403
39.35,2323
39.37,2415
39.39,2495
39.41,2382
39.43,2510
39.45,2388
39.47,2401
39.49,2423
39.51,2391
39.53,2389
39.55,2412
39.57,2448
39.59,2387
39.61,2467
39.63,2376
39.65,2329
39.67,2315
39.69,2268
39.71,2340
39.73,2377
39.75,2340
39.77,2402
39.79,2377
39.81,2423
39.83,2356
39.85,2305
39.87,2320
39.89,2382
39.91,2316
39.93,2323
39.95,2280
39.97,2303
39.99,2303
40.01,2438
40.03,2390
40.05,2323
40.07,2336
40.09,2352
40.11,2328
40.13,2216
40.15,2274
40.17,2317
40.19,2186
40.21,2307
40.23,2327
40.25,2228
40.27,2286
40.29,2210
40.31,2243
40.33,2206
40.35,2269
40.37,2214
40.39,2152
40.41,2157
40.43,2257
40.45,2321
40.47,2268
40.49,2262
40.51,2320
40.53,2250
40.55,2207
40.57,2162
40.59,2295
40.61,2206
40.63,2215
40.65,2195
40.67,2200
40.69,2233
40.71,2135
40.73,2164
40.75,2292
40.77,2224
40.79,2131
40.81,2222
40.83,2194
40.85,2121
40.87,2149
40.89,2189
40.91,2191
40.93,2136
40.95,2257
40.97,2234
40.99,2146
41.01,2123
41.03,2190
41.05,2177
41.07,2092
41.09,2214
41.11,2176
41.13,2109
41.15,2110
41.17,2072
41.19,2193
41.21,2131
41.23,2140
41.25,2264
41.27,2155
41.29,2134
41.31,2098
41.33,2105
41.35,2155
41.37,2167
41.39,2106
41.41,2155
41.43,2177
41.45,2069
41.47,2128
41.49,2119
41.51,2092
41.53,2060
41.55,2110
41.57,2196
41.59,2059
41.61,2111
41.63,2080
41.65,2036
41.67,2082
41.69,2105
41.71,2062
41.73,2050
41.75,2071
41.77,2020
41.79,2080
41.81,2082
41.83,2069
41.85,1976
41.87,2098
41.89,2096
41.91,2092
41.93,2089
41.95,2105
41.97,2165
41.99,2112
42.01,2183
42.03,1971
42.05,2172
42.07,2122
42.09,2142
42.11,2145
42.13,2079
42.15,2044
42.17,2113
42.19,2051
42.21,2064
42.23,2011
42.25,2094
42.27,2028
42.29,2031
42.31,2062
42.33,2048
42.35,2078
42.37,2050
42.39,2036
42.41,2039
42.43,2071
42.45,2092
42.47,2028
42.49,2062
42.51,2143
42.53,2033
42.55,1978
42.57,2000
42.59,2014
42.61,2077
42.63,2128
42.65,2010
42.67,2018
42.69,2001
42.71,1953
42.73,2025
42.75,2099
42.77,2033
42.79,2066
42.81,2071
42.83,2001
42.85,2093
42.87,2043
42.89,2049
42.91,2012
42.93,2038
42.95,1997
42.97,1984
42.99,2037
43.01,2067
43.03,1949
43.05,2072
43.07,2010
43.09,2047
43.11,1958
43.13,2007
43.15,2015
43.17,2084
43.19,2024
43.21,2056
43.23,1926
43.25,2104
43.27,2064
43.29,1995
43.31,1967
43.33,2035
43.35,1977
43.37,2043
43.39,1987
43.41,2082
43.43,1985
43.45,1970
43.47,2084
43.49,2015
43.51,1967
43.53,1956
43.55,2043
43.57,2036
43.59,2083
43.61,2009
43.63,1966
43.65,2040
43.67,1975
43.69,1985
43.71,1964
43.73,1982
