2q (degree),Normalized Intensity (a.u)
13.4954,0.16064
13.5004,0.16183
13.5054,0.15968
13.5104,0.15761
13.5154,0.15817
13.5204,0.15469
13.5254,0.15765
13.5304,0.16108
13.5354,0.1613
13.5404,0.16306
13.5454,0.16235
13.5504,0.165
13.5554,0.16584
13.5604,0.17014
13.5654,0.17176
13.5704,0.17318
13.5754,0.17132
13.5804,0.17109
13.5854,0.16869
13.5904,0.16913
13.5954,0.16704
13.6004,0.16291
13.6054,0.15741
13.6104,0.15635
13.6154,0.15532
13.6204,0.15371
13.6254,0.15382
13.6304,0.1586
13.6354,0.16013
13.6404,0.16325
13.6454,0.16351
13.6504,0.16439
13.6554,0.16955
13.6604,0.17341
13.6654,0.17468
13.6704,0.17415
13.6754,0.17269
13.6804,0.17046
13.6854,0.16821
13.6904,0.16533
13.6954,0.16134
13.7004,0.15875
13.7054,0.15728
13.7104,0.15406
13.7154,0.15338
13.7204,0.15446
13.7254,0.15634
13.7304,0.16012
13.7354,0.15997
13.7404,0.16028
13.7454,0.16115
13.7504,0.1625
13.7554,0.16533
13.7604,0.16664
13.7654,0.16958
13.7704,0.16754
13.7754,0.16306
13.7804,0.16046
13.7854,0.15952
13.7904,0.16135
13.7954,0.16148
13.8004,0.159
13.8054,0.15596
13.8104,0.15372
13.8154,0.15317
13.8204,0.15384
13.8254,0.15516
13.8304,0.15726
13.8354,0.15663
13.8404,0.15587
13.8454,0.15363
13.8504,0.15347
13.8554,0.15752
13.8604,0.16181
13.8654,0.16393
13.8704,0.16507
13.8754,0.16278
13.8804,0.16377
13.8854,0.1632
13.8904,0.16583
13.8954,0.16588
13.9004,0.16521
13.9054,0.16307
13.9104,0.16153
13.9154,0.16338
13.9204,0.1639
13.9254,0.16416
13.9304,0.16453
13.9354,0.1644
13.9404,0.16485
13.9454,0.16539
13.9504,0.16554
13.9554,0.16746
13.9604,0.1696
13.9654,0.16901
13.9704,0.16571
13.9754,0.1626
13.9804,0.16395
13.9854,0.16717
13.9904,0.16658
13.9954,0.16659
14.0004,0.16365
14.0054,0.16275
14.0104,0.16451
14.0154,0.16464
14.0204,0.16707
14.0254,0.16911
14.0304,0.17252
14.0354,0.17161
14.0404,0.16749
14.0454,0.16845
14.0504,0.16858
14.0554,0.17043
14.0604,0.17156
14.0654,0.17041
14.0704,0.16926
14.0754,0.16539
14.0804,0.16565
14.0854,0.16319
14.0904,0.16271
14.0954,0.16685
14.1004,0.16602
14.1054,0.16435
14.1104,0.16359
14.1154,0.15957
14.1204,0.15653
14.1254,0.1557
14.1304,0.15749
14.1354,0.1557
14.1404,0.15643
14.1454,0.15599
14.1504,0.15399
14.1554,0.15345
14.1604,0.15482
14.1654,0.15417
14.1704,0.15748
14.1754,0.15809
14.1804,0.1572
14.1854,0.15677
14.1904,0.15785
14.1954,0.15992
14.2004,0.15997
14.2054,0.15807
14.2104,0.15836
14.2154,0.15972
14.2204,0.16067
14.2254,0.16152
14.2304,0.16351
14.2354,0.16648
14.2404,0.16865
14.2454,0.16927
14.2504,0.16815
14.2554,0.16899
14.2604,0.17142
14.2654,0.17336
14.2704,0.17105
14.2754,0.16941
14.2804,0.16869
14.2854,0.16774
14.2904,0.16682
14.2954,0.16745
14.3004,0.16654
14.3054,0.16429
14.3104,0.16445
14.3154,0.16358
14.3204,0.16109
14.3254,0.16316
14.3304,0.16613
14.3354,0.16734
14.3404,0.16848
14.3454,0.1677
14.3504,0.16493
14.3554,0.16478
14.3604,0.16495
14.3654,0.16373
14.3704,0.16344
14.3754,0.16329
14.3804,0.16282
14.3854,0.1622
14.3904,0.16217
14.3954,0.1629
14.4004,0.165
14.4054,0.16439
14.4104,0.16511
14.4154,0.1676
14.4204,0.16924
14.4254,0.1719
14.4304,0.17332
14.4354,0.17408
14.4404,0.17471
14.4454,0.17368
14.4504,0.17075
14.4554,0.16774
14.4604,0.16869
14.4654,0.16864
14.4704,0.16841
14.4754,0.1667
14.4804,0.16413
14.4854,0.16261
14.4904,0.16132
14.4954,0.15967
14.5004,0.15881
14.5054,0.16034
14.5104,0.16249
14.5154,0.16173
14.5204,0.16208
14.5254,0.16059
14.5304,0.16092
14.5354,0.16112
14.5404,0.16284
14.5454,0.16458
14.5504,0.16476
14.5554,0.16581
14.5604,0.16594
14.5654,0.16658
14.5704,0.16775
14.5754,0.16439
14.5804,0.16421
14.5854,0.16288
14.5904,0.16314
14.5954,0.16374
14.6004,0.16316
14.6054,0.16259
14.6104,0.16189
14.6154,0.16172
14.6204,0.16112
14.6254,0.16058
14.6304,0.16261
14.6354,0.16192
14.6404,0.16256
14.6454,0.16209
14.6504,0.16027
14.6554,0.15711
14.6604,0.15656
14.6654,0.15838
14.6704,0.15866
14.6754,0.15626
14.6804,0.15469
14.6854,0.15451
14.6904,0.15613
14.6954,0.15681
14.7004,0.15523
14.7054,0.15403
14.7104,0.15489
14.7154,0.1559
14.7204,0.15478
14.7254,0.15362
14.7304,0.15728
14.7354,0.15963
14.7404,0.16063
14.7454,0.1611
14.7504,0.16187
14.7554,0.16182
14.7604,0.16343
14.7654,0.16583
14.7704,0.16561
14.7754,0.16569
14.7804,0.16642
14.7854,0.16495
14.7904,0.16456
14.7954,0.16537
14.8004,0.16508
14.8054,0.1638
14.8104,0.16531
14.8154,0.1643
14.8204,0.16107
14.8254,0.16075
14.8304,0.16201
14.8354,0.16223
14.8404,0.16225
14.8454,0.16197
14.8504,0.1586
14.8554,0.15675
14.8604,0.15692
14.8654,0.15763
14.8704,0.15631
14.8754,0.15846
14.8804,0.16034
14.8854,0.1599
14.8904,0.15987
14.8954,0.15927
14.9004,0.15808
14.9054,0.15835
14.9104,0.15848
14.9154,0.15988
14.9204,0.16059
14.9254,0.16282
14.9304,0.16356
14.9354,0.16263
14.9404,0.16168
14.9454,0.16073
14.9504,0.1613
14.9554,0.16203
14.9604,0.1627
14.9654,0.16154
14.9704,0.15947
14.9754,0.1573
14.9804,0.1576
14.9854,0.15782
14.9904,0.15749
14.9954,0.15637
15.0004,0.15692
15.0054,0.15512
15.0104,0.15615
15.0154,0.15854
15.0204,0.15944
15.0254,0.16003
15.0304,0.16099
15.0354,0.15912
15.0404,0.15811
15.0454,0.15739
15.0504,0.1577
15.0554,0.15771
15.0604,0.15828
15.0654,0.15773
15.0704,0.15467
15.0754,0.15423
15.0804,0.15357
15.0854,0.1537
15.0904,0.15593
15.0954,0.15631
15.1004,0.15785
15.1054,0.15921
15.1104,0.15762
15.1154,0.15695
15.1204,0.156
15.1254,0.15667
15.1304,0.15772
15.1354,0.15816
15.1404,0.15761
15.1454,0.15607
15.1504,0.1564
15.1554,0.15445
15.1604,0.15301
15.1654,0.15435
15.1704,0.15537
15.1754,0.15523
15.1804,0.15692
15.1854,0.15743
15.1904,0.15872
15.1954,0.1595
15.2004,0.16065
15.2054,0.15888
15.2104,0.16023
15.2154,0.16045
15.2204,0.16068
15.2254,0.16119
15.2304,0.16132
15.2354,0.15928
15.2404,0.1583
15.2454,0.1566
15.2504,0.15631
15.2554,0.15612
15.2604,0.15528
15.2654,0.15621
15.2704,0.15668
15.2754,0.1548
15.2804,0.15342
15.2854,0.15462
15.2904,0.15641
15.2954,0.15736
15.3004,0.15802
15.3054,0.15739
15.3104,0.15772
15.3154,0.16006
15.3204,0.15951
15.3254,0.15866
15.3304,0.15864
15.3354,0.15946
15.3404,0.15987
15.3454,0.16133
15.3504,0.16226
15.3554,0.16031
15.3604,0.15809
15.3654,0.15856
15.3704,0.15904
15.3754,0.1577
15.3804,0.15794
15.3854,0.15997
15.3904,0.16199
15.3954,0.16002
15.4004,0.15646
15.4054,0.15385
15.4104,0.15639
15.4154,0.15945
15.4204,0.15829
15.4254,0.15665
15.4304,0.15684
15.4354,0.15704
15.4404,0.15706
15.4454,0.15481
15.4504,0.15642
15.4554,0.1572
15.4604,0.15843
15.4654,0.15801
15.4704,0.15772
15.4754,0.15763
15.4804,0.15799
15.4854,0.15878
15.4904,0.15807
15.4954,0.15661
15.5004,0.15495
15.5054,0.15428
15.5104,0.15626
15.5154,0.15618
15.5204,0.15556
15.5254,0.15464
15.5304,0.15478
15.5354,0.15494
15.5404,0.15517
15.5454,0.15605
15.5504,0.15701
15.5554,0.15831
15.5604,0.15754
15.5654,0.15589
15.5704,0.15607
15.5754,0.15536
15.5804,0.1561
15.5854,0.15645
15.5904,0.15716
15.5954,0.15877
15.6004,0.15836
15.6054,0.15732
15.6104,0.15942
15.6154,0.16119
15.6204,0.16049
15.6254,0.1593
15.6304,0.16042
15.6354,0.1608
15.6404,0.16022
15.6454,0.15908
15.6504,0.15606
15.6554,0.15611
15.6604,0.15781
15.6654,0.15609
15.6704,0.15378
15.6754,0.15406
15.6804,0.15698
15.6854,0.15864
15.6904,0.15789
15.6954,0.15903
15.7004,0.16048
15.7054,0.1619
15.7104,0.16377
15.7154,0.16292
15.7204,0.16281
15.7254,0.16444
15.7304,0.16493
15.7354,0.163
15.7404,0.16092
15.7454,0.16171
15.7504,0.1608
15.7554,0.15847
15.7604,0.15812
15.7654,0.15707
15.7704,0.15709
15.7754,0.15852
15.7804,0.15887
15.7854,0.15859
15.7904,0.1579
15.7954,0.15858
15.8004,0.15714
15.8054,0.15694
15.8104,0.15764
15.8154,0.15735
15.8204,0.15732
15.8254,0.15751
15.8304,0.15582
15.8354,0.15482
15.8404,0.1542
15.8454,0.155
15.8504,0.15464
15.8554,0.15559
15.8604,0.1555
15.8654,0.15616
15.8704,0.15667
15.8754,0.15616
15.8804,0.1569
15.8854,0.15824
15.8904,0.15921
15.8954,0.16065
15.9004,0.15971
15.9054,0.15963
15.9104,0.15873
15.9154,0.15832
15.9204,0.15891
15.9254,0.15853
15.9304,0.15846
15.9354,0.15628
15.9404,0.15638
15.9454,0.15632
15.9504,0.15609
15.9554,0.15753
15.9604,0.15666
15.9654,0.15764
15.9704,0.15872
15.9754,0.15663
15.9804,0.15753
15.9854,0.15786
15.9904,0.15964
15.9954,0.15899
16.0004,0.1566
16.0054,0.15563
16.0104,0.15499
16.0154,0.15518
16.0204,0.15503
16.0254,0.15505
16.0304,0.15708
16.0354,0.15617
16.0404,0.15612
16.0454,0.15605
16.0504,0.15638
16.0554,0.15782
16.0604,0.15876
16.0654,0.15879
16.0704,0.15972
16.0754,0.16027
16.0804,0.16087
16.0854,0.15974
16.0904,0.15995
16.0954,0.16025
16.1004,0.15985
16.1054,0.15871
16.1104,0.16005
16.1154,0.15955
16.1204,0.15953
16.1254,0.15926
16.1304,0.15874
16.1354,0.15812
16.1404,0.15863
16.1454,0.15879
16.1504,0.15892
16.1554,0.15964
16.1604,0.15965
16.1654,0.15868
16.1704,0.15882
16.1754,0.15758
16.1804,0.15811
16.1854,0.15813
16.1904,0.15736
16.1954,0.15746
16.2004,0.15557
16.2054,0.15411
16.2104,0.15394
16.2154,0.15503
16.2204,0.15524
16.2254,0.15589
16.2304,0.15698
16.2354,0.15589
16.2404,0.15406
16.2454,0.15471
16.2504,0.15596
16.2554,0.1573
16.2604,0.15658
16.2654,0.15629
16.2704,0.15558
16.2754,0.15499
16.2804,0.15605
16.2854,0.15588
16.2904,0.15657
16.2954,0.1574
16.3004,0.1572
16.3054,0.15635
16.3104,0.15681
16.3154,0.15769
16.3204,0.15697
16.3254,0.15688
16.3304,0.15688
16.3354,0.15546
16.3404,0.15616
16.3454,0.15639
16.3504,0.15675
16.3554,0.1554
16.3604,0.15402
16.3654,0.15401
16.3704,0.15543
16.3754,0.1556
16.3804,0.15668
16.3854,0.15767
16.3904,0.15679
16.3954,0.15664
16.4004,0.15711
16.4054,0.1592
16.4104,0.16143
16.4154,0.16238
16.4204,0.16139
16.4254,0.161
16.4304,0.16085
16.4354,0.16049
16.4404,0.16104
16.4454,0.16215
16.4504,0.16201
16.4554,0.16092
16.4604,0.15946
16.4654,0.15817
16.4704,0.1589
16.4754,0.15963
16.4804,0.15925
16.4854,0.15938
16.4904,0.15922
16.4954,0.15907
16.5004,0.15888
16.5054,0.15832
16.5104,0.15957
16.5154,0.15955
16.5204,0.15922
16.5254,0.15728
16.5304,0.15786
16.5354,0.1581
16.5404,0.15909
16.5454,0.15924
16.5504,0.15888
16.5554,0.15756
16.5604,0.15676
16.5654,0.15689
16.5704,0.15714
16.5754,0.15674
16.5804,0.15732
16.5854,0.15751
16.5904,0.15839
16.5954,0.15785
16.6004,0.15699
16.6054,0.15512
16.6104,0.15553
16.6154,0.15673
16.6204,0.15598
16.6254,0.15625
16.6304,0.15705
16.6354,0.15776
16.6404,0.15761
16.6454,0.15782
16.6504,0.15882
16.6554,0.15921
16.6604,0.15981
16.6654,0.16132
16.6704,0.16192
16.6754,0.1616
16.6804,0.16217
16.6854,0.16263
16.6904,0.16283
16.6954,0.16179
16.7004,0.15909
16.7054,0.15706
16.7104,0.15673
16.7154,0.15722
16.7204,0.15628
16.7254,0.15496
16.7304,0.15595
16.7354,0.15444
16.7404,0.15384
16.7454,0.15445
16.7504,0.15628
16.7554,0.15598
16.7604,0.15629
16.7654,0.15708
16.7704,0.15781
16.7754,0.15832
16.7804,0.15992
16.7854,0.16067
16.7904,0.16191
16.7954,0.16265
16.8004,0.16074
16.8054,0.15884
16.8104,0.16089
16.8154,0.16187
16.8204,0.16153
16.8254,0.16107
16.8304,0.1601
16.8354,0.15939
16.8404,0.15817
16.8454,0.15831
16.8504,0.15809
16.8554,0.15773
16.8604,0.15655
16.8654,0.1569
16.8704,0.15679
16.8754,0.15616
16.8804,0.1561
16.8854,0.157
16.8904,0.15692
16.8954,0.15772
16.9004,0.15576
16.9054,0.15476
16.9104,0.15635
16.9154,0.15699
16.9204,0.15574
16.9254,0.15548
16.9304,0.15674
16.9354,0.15691
16.9404,0.15651
16.9454,0.15716
16.9504,0.15741
16.9554,0.1588
16.9604,0.15877
16.9654,0.15809
16.9704,0.15849
16.9754,0.15938
16.9804,0.15961
16.9854,0.15915
16.9904,0.15872
16.9954,0.15901
17.0004,0.15803
17.0054,0.15596
17.0104,0.15685
17.0154,0.15849
17.0204,0.16027
17.0254,0.16082
17.0304,0.15973
17.0354,0.16032
17.0404,0.16117
17.0454,0.16151
17.0504,0.16098
17.0554,0.16059
17.0604,0.16041
17.0654,0.15872
17.0704,0.15685
17.0754,0.15494
17.0804,0.15621
17.0854,0.15672
17.0904,0.15598
17.0954,0.15514
17.1004,0.15526
17.1054,0.15567
17.1104,0.1569
17.1154,0.1593
17.1204,0.16074
17.1254,0.16223
17.1304,0.16211
17.1354,0.16088
17.1404,0.16159
17.1454,0.16158
17.1504,0.16079
17.1554,0.16085
17.1604,0.16097
17.1654,0.16041
17.1704,0.16016
17.1754,0.15884
17.1804,0.15831
17.1854,0.15733
17.1904,0.15663
17.1954,0.15578
17.2004,0.15551
17.2054,0.15657
17.2104,0.15711
17.2154,0.1565
17.2204,0.15609
17.2254,0.154
17.2304,0.15416
17.2354,0.15441
17.2404,0.15538
17.2454,0.15617
17.2504,0.15776
17.2554,0.1571
17.2604,0.15563
17.2654,0.15485
17.2704,0.15566
17.2754,0.15529
17.2804,0.1561
17.2854,0.15656
17.2904,0.15715
17.2954,0.1573
17.3004,0.15659
17.3054,0.15539
17.3104,0.1556
17.3154,0.15641
17.3204,0.15536
17.3254,0.15445
17.3304,0.15596
17.3354,0.15582
17.3404,0.1556
17.3454,0.15502
17.3504,0.15569
17.3554,0.15468
17.3604,0.15428
17.3654,0.15599
17.3704,0.15593
17.3754,0.15657
17.3804,0.15789
17.3854,0.15697
17.3904,0.15695
17.3954,0.15713
17.4004,0.15666
17.4054,0.15467
17.4104,0.15677
17.4154,0.15774
17.4204,0.15691
17.4254,0.15715
17.4304,0.15688
17.4354,0.15506
17.4404,0.15633
17.4454,0.15712
17.4504,0.15655
17.4554,0.15682
17.4604,0.15877
17.4654,0.15882
17.4704,0.15775
17.4754,0.15717
17.4804,0.15744
17.4854,0.15823
17.4904,0.15983
17.4954,0.15819
17.5004,0.15684
17.5054,0.15666
17.5104,0.15602
17.5154,0.15611
17.5204,0.15504
17.5254,0.15597
17.5304,0.15734
17.5354,0.15769
17.5404,0.15712
17.5454,0.15717
17.5504,0.15777
17.5554,0.15812
17.5604,0.15819
17.5654,0.15932
17.5704,0.15862
17.5754,0.1589
17.5804,0.15819
17.5854,0.15707
17.5904,0.15643
17.5954,0.15663
17.6004,0.15604
17.6054,0.1551
17.6104,0.15535
17.6154,0.15644
17.6204,0.15593
17.6254,0.15589
17.6304,0.15487
17.6354,0.15399
17.6404,0.15522
17.6454,0.15645
17.6504,0.15727
17.6554,0.15651
17.6604,0.15715
17.6654,0.15794
17.6704,0.15816
17.6754,0.15829
17.6804,0.15917
17.6854,0.1614
17.6904,0.1631
17.6954,0.16204
17.7004,0.15962
17.7054,0.15778
17.7104,0.15843
17.7154,0.15816
17.7204,0.15783
17.7254,0.15724
17.7304,0.15853
17.7354,0.15885
17.7404,0.15843
17.7454,0.15855
17.7504,0.15854
17.7554,0.15903
17.7604,0.16034
17.7654,0.16131
17.7704,0.16211
17.7754,0.16187
17.7804,0.16339
17.7854,0.16335
17.7904,0.16183
17.7954,0.16127
17.8004,0.16033
17.8054,0.16045
17.8104,0.16153
17.8154,0.16161
17.8204,0.16036
17.8254,0.15989
17.8304,0.15926
17.8354,0.1581
17.8404,0.15714
17.8454,0.15816
17.8504,0.15841
17.8554,0.15883
17.8604,0.15858
17.8654,0.15794
17.8704,0.15659
17.8754,0.15667
17.8804,0.15719
17.8854,0.15832
17.8904,0.15732
17.8954,0.15675
17.9004,0.15647
17.9054,0.15597
17.9104,0.15536
17.9154,0.15487
17.9204,0.15589
17.9254,0.15597
17.9304,0.15556
17.9354,0.1548
17.9404,0.15428
17.9454,0.15467
17.9504,0.15571
17.9554,0.15641
17.9604,0.15646
17.9654,0.15835
17.9704,0.1596
17.9754,0.15914
17.9804,0.16053
17.9854,0.16166
17.9904,0.16361
17.9954,0.16486
18.0004,0.16536
18.0054,0.16432
18.0104,0.16339
18.0154,0.1634
18.0204,0.16082
18.0254,0.16045
18.0304,0.16131
18.0354,0.16132
18.0404,0.16096
18.0454,0.15977
18.0504,0.15819
18.0554,0.1568
18.0604,0.15675
18.0654,0.15782
18.0704,0.15851
18.0754,0.15927
18.0804,0.15968
18.0854,0.15874
18.0904,0.15937
18.0954,0.15966
18.1004,0.15845
18.1054,0.15866
18.1104,0.15998
18.1154,0.16054
18.1204,0.15904
18.1254,0.15751
18.1304,0.15721
18.1354,0.15637
18.1404,0.15656
18.1454,0.15559
18.1504,0.15605
18.1554,0.15679
18.1604,0.15626
18.1654,0.15604
18.1704,0.15645
18.1754,0.1577
18.1804,0.15919
18.1854,0.16074
18.1904,0.16182
18.1954,0.16235
18.2004,0.16292
18.2054,0.16192
18.2104,0.16256
18.2154,0.1626
18.2204,0.16189
18.2254,0.16086
18.2304,0.15952
18.2354,0.15846
18.2404,0.15813
18.2454,0.15729
18.2504,0.15683
18.2554,0.1558
18.2604,0.15538
18.2654,0.15566
18.2704,0.15623
18.2754,0.15553
18.2804,0.15521
18.2854,0.15521
18.2904,0.15702
18.2954,0.15673
18.3004,0.15701
18.3054,0.15759
18.3104,0.15892
18.3154,0.15992
18.3204,0.15945
18.3254,0.15921
18.3304,0.1599
18.3354,0.16008
18.3404,0.16025
18.3454,0.15901
18.3504,0.15917
18.3554,0.15837
18.3604,0.15782
18.3654,0.15803
18.3704,0.15769
18.3754,0.15787
18.3804,0.16025
18.3854,0.16214
18.3904,0.16333
18.3954,0.16468
18.4004,0.16484
18.4054,0.16504
18.4104,0.16594
18.4154,0.16581
18.4204,0.16444
18.4254,0.16313
18.4304,0.16227
18.4354,0.1604
18.4404,0.15912
18.4454,0.15944
18.4504,0.15935
18.4554,0.15902
18.4604,0.15768
18.4654,0.15768
18.4704,0.15789
18.4754,0.15828
18.4804,0.15951
18.4854,0.16117
18.4904,0.16266
18.4954,0.16303
18.5004,0.1621
18.5054,0.16118
18.5104,0.16128
18.5154,0.16264
18.5204,0.16331
18.5254,0.16233
18.5304,0.16085
18.5354,0.16081
18.5404,0.16037
18.5454,0.15878
18.5504,0.15864
18.5554,0.15741
18.5604,0.15594
18.5654,0.15569
18.5704,0.15439
18.5754,0.15357
18.5804,0.15476
18.5854,0.15627
18.5904,0.15658
18.5954,0.15614
18.6004,0.15517
18.6054,0.1538
18.6104,0.15462
18.6154,0.1559
18.6204,0.15619
18.6254,0.1574
18.6304,0.15819
18.6354,0.15709
18.6404,0.1569
18.6454,0.15735
18.6504,0.15664
18.6554,0.15863
18.6604,0.15993
18.6654,0.16113
18.6704,0.16248
18.6754,0.16331
18.6804,0.16303
18.6854,0.16057
18.6904,0.1612
18.6954,0.16243
18.7004,0.16165
18.7054,0.161
18.7104,0.16051
18.7154,0.16105
18.7204,0.16092
18.7254,0.16011
18.7304,0.15991
18.7354,0.15983
18.7404,0.1614
18.7454,0.16174
18.7504,0.16077
18.7554,0.15953
18.7604,0.15993
18.7654,0.15954
18.7704,0.15886
18.7754,0.15759
18.7804,0.15822
18.7854,0.15819
18.7904,0.15879
18.7954,0.159
18.8004,0.15954
18.8054,0.15984
18.8104,0.16146
18.8154,0.16219
18.8204,0.16326
18.8254,0.16372
18.8304,0.16461
18.8354,0.16388
18.8404,0.16319
18.8454,0.16271
18.8504,0.16326
18.8554,0.16187
18.8604,0.16114
18.8654,0.16205
18.8704,0.16143
18.8754,0.16039
18.8804,0.16036
18.8854,0.1604
18.8904,0.16135
18.8954,0.16222
18.9004,0.1609
18.9054,0.16062
18.9104,0.16176
18.9154,0.16213
18.9204,0.16066
18.9254,0.16082
18.9304,0.1607
18.9354,0.15914
18.9404,0.15892
18.9454,0.15931
18.9504,0.15977
18.9554,0.16102
18.9604,0.1597
18.9654,0.15741
18.9704,0.15676
18.9754,0.15653
18.9804,0.15684
18.9854,0.15693
18.9904,0.15686
18.9954,0.15715
19.0004,0.15451
19.0054,0.15308
19.0104,0.1544
19.0154,0.15466
19.0204,0.15645
19.0254,0.1565
19.0304,0.15696
19.0354,0.15665
19.0404,0.15607
19.0454,0.15805
19.0504,0.15757
19.0554,0.15862
19.0604,0.15915
19.0654,0.15842
19.0704,0.16026
19.0754,0.16025
19.0804,0.16149
19.0854,0.16202
19.0904,0.16269
19.0954,0.16446
19.1004,0.16371
19.1054,0.16328
19.1104,0.1637
19.1154,0.16432
19.1204,0.16359
19.1254,0.16277
19.1304,0.16163
19.1354,0.1609
19.1404,0.15938
19.1454,0.15954
19.1504,0.1581
19.1554,0.1562
19.1604,0.15564
19.1654,0.15598
19.1704,0.15586
19.1754,0.15465
19.1804,0.15415
19.1854,0.15462
19.1904,0.15532
19.1954,0.15683
19.2004,0.15594
19.2054,0.15608
19.2104,0.15775
19.2154,0.15885
19.2204,0.15801
19.2254,0.15797
19.2304,0.15937
19.2354,0.16011
19.2404,0.16062
19.2454,0.15945
19.2504,0.15951
19.2554,0.15971
19.2604,0.15819
19.2654,0.15841
19.2704,0.1589
19.2754,0.15953
19.2804,0.1591
19.2854,0.1595
19.2904,0.15823
19.2954,0.15833
19.3004,0.15875
19.3054,0.15793
19.3104,0.15913
19.3154,0.16033
19.3204,0.15954
19.3254,0.1583
19.3304,0.15793
19.3354,0.15818
19.3404,0.15705
19.3454,0.15699
19.3504,0.15729
19.3554,0.15817
19.3604,0.15836
19.3654,0.15854
19.3704,0.15878
19.3754,0.15933
19.3804,0.16042
19.3854,0.16058
19.3904,0.16227
19.3954,0.16334
19.4004,0.16386
19.4054,0.16317
19.4104,0.16202
19.4154,0.16128
19.4204,0.15937
19.4254,0.15817
19.4304,0.15839
19.4354,0.15834
19.4404,0.15847
19.4454,0.15498
19.4504,0.15481
19.4554,0.15466
19.4604,0.1564
19.4654,0.15545
19.4704,0.15585
19.4754,0.15561
19.4804,0.15693
19.4854,0.15651
19.4904,0.15577
19.4954,0.15563
19.5004,0.15655
19.5054,0.15504
19.5104,0.15465
19.5154,0.15472
19.5204,0.1558
19.5254,0.1564
19.5304,0.15633
19.5354,0.15757
19.5404,0.1584
19.5454,0.15864
19.5504,0.15887
19.5554,0.1585
19.5604,0.15905
19.5654,0.15898
19.5704,0.15765
19.5754,0.15855
19.5804,0.15869
19.5854,0.15902
19.5904,0.15815
19.5954,0.15731
19.6004,0.1573
19.6054,0.15641
19.6104,0.1573
19.6154,0.15712
19.6204,0.1571
19.6254,0.1564
19.6304,0.15509
19.6354,0.15407
19.6404,0.1554
19.6454,0.15481
19.6504,0.15547
19.6554,0.15551
19.6604,0.15637
19.6654,0.15552
19.6704,0.15511
