XRD - Patata-40,
44.93,1930
44.95,1877
44.97,1980
44.99,1869
45.01,1893
45.03,1961
45.05,1837
45.07,1838
45.09,1912
45.11,1933
45.13,1849
45.15,1851
45.17,1838
45.19,1842
45.21,1915
45.23,1959
45.25,1874
45.27,1899
45.29,1886
45.31,1832
45.33,1898
45.35,1904
45.37,1882
45.39,1882
45.41,1895
45.43,1858
45.45,1917
45.47,1839
45.49,1853
45.51,1919
45.53,1801
45.55,1901
45.57,1962
45.59,1904
45.61,1850
45.63,1856
45.65,1867
45.67,1864
45.69,1777
45.71,1849
45.73,1800
45.75,1913
45.77,1834
45.79,1796
45.81,1826
45.83,1906
45.85,1871
45.87,1895
45.89,1875
45.91,1825
45.93,1860
45.95,1835
45.97,1805
45.99,1840
46.01,1857
46.03,1866
46.05,1882
46.07,1846
46.09,1783
46.11,1856
46.13,1859
46.15,1838
46.17,1935
46.19,1799
46.21,1772
46.23,1822
46.25,1757
46.27,1873
46.29,1780
46.31,1880
46.33,1800
46.35,1813
46.37,1796
46.39,1812
46.41,1858
46.43,1763
46.45,1827
46.47,1782
46.49,1779
46.51,1710
46.53,1767
46.55,1779
46.57,1803
46.59,1781
46.61,1737
46.63,1776
46.65,1811
46.67,1816
46.69,1786
46.71,1777
46.73,1831
46.75,1779
46.77,1869
46.79,1760
46.81,1768
46.83,1780
46.85,1749
46.87,1802
46.89,1755
46.91,1708
46.93,1734
46.95,1752
46.97,1807
46.99,1722
47.01,1714
47.03,1733
47.05,1724
47.07,1728
47.09,1691
47.11,1717
47.13,1734
47.15,1777
47.17,1756
47.19,1745
47.21,1738
47.23,1784
47.25,1748
47.27,1835
47.29,1744
47.31,1724
47.33,1749
47.35,1786
47.37,1760
47.39,1738
47.41,1685
47.43,1788
47.45,1745
47.47,1696
47.49,1783
47.51,1750
47.53,1742
47.55,1691
47.57,1719
47.59,1738
47.61,1744
47.63,1744
47.65,1703
47.67,1709
47.69,1751
47.71,1748
47.73,1790
47.75,1725
47.77,1671
47.79,1770
47.81,1720
47.83,1662
47.85,1705
47.87,1734
47.89,1762
47.91,1658
47.93,1610
47.95,1646
47.97,1766
47.99,1708
48.01,1695
48.03,1684
48.05,1677
48.07,1742
48.09,1653
48.11,1649
48.13,1681
48.15,1754
48.17,1685
48.19,1693
48.21,1691
48.23,1747
48.25,1694
48.27,1662
48.29,1643
48.31,1621
48.33,1750
48.35,1666
48.37,1722
48.39,1713
48.41,1649
48.43,1693
48.45,1726
48.47,1599
48.49,1606
48.51,1656
48.53,1740
48.55,1710
48.57,1697
48.59,1688
48.61,1684
48.63,1655
48.65,1649
48.67,1658
48.69,1614
48.71,1703
48.73,1616
48.75,1642
48.77,1600
48.79,1617
48.81,1669
48.83,1620
48.85,1647
48.87,1568
48.89,1620
48.91,1691
48.93,1622
48.95,1648
48.97,1672
48.99,1614
49.01,1617
49.03,1615
49.05,1561
49.07,1620
49.09,1586
49.11,1624
49.13,1553
49.15,1589
49.17,1555
49.19,1541
49.21,1578
49.23,1549
49.25,1579
49.27,1526
49.29,1594
49.31,1559
49.33,1575
49.35,1456
49.37,1570
49.39,1579
49.41,1561
49.43,1620
49.45,1544
49.47,1554
49.49,1485
49.51,1554
49.53,1585
49.55,1446
49.57,1538
49.59,1557
49.61,1534
49.63,1588
49.65,1596
49.67,1524
49.69,1543
49.71,1456
49.73,1540
49.75,1507
49.77,1556
49.79,1462
49.81,1567
49.83,1512
49.85,1484
49.87,1470
49.89,1531
49.91,1510
49.93,1508
49.95,1551
49.97,1443
49.99,1491
50.01,1504
50.03,1464
50.05,1437
50.07,1404
50.09,1486
50.11,1455
50.13,1486
50.15,1448
50.17,1498
50.19,1422
50.21,1396
50.23,1448
50.25,1445
50.27,1495
50.29,1429
50.31,1412
50.33,1427
50.35,1400
50.37,1419
50.39,1408
50.41,1443
50.43,1385
50.45,1370
50.47,1439
50.49,1384
50.51,1389
50.53,1419
50.55,1399
50.57,1366
50.59,1340
50.61,1463
50.63,1438
50.65,1417
50.67,1384
50.69,1371
50.71,1375
50.73,1359
50.75,1387
50.77,1372
50.79,1362
50.81,1345
50.83,1402
50.85,1339
50.87,1375
50.89,1394
50.91,1411
50.93,1327
50.95,1345
50.97,1371
50.99,1313
51.01,1319
51.03,1296
51.05,1342
51.07,1374
51.09,1323
51.11,1293
51.13,1337
51.15,1290
51.17,1255
51.19,1391
51.21,1366
51.23,1312
51.25,1288
51.27,1291
51.29,1279
51.31,1234
51.33,1292
51.35,1364
51.37,1282
51.39,1277
51.41,1261
51.43,1299
51.45,1274
51.47,1291
51.49,1304
51.51,1249
51.53,1307
51.55,1289
51.57,1272
51.59,1284
51.61,1252
51.63,1266
51.65,1282
51.67,1248
51.69,1244
51.71,1277
51.73,1234
51.75,1273
51.77,1327
51.79,1275
51.81,1224
51.83,1276
51.85,1265
51.87,1252
51.89,1271
51.91,1271
51.93,1259
51.95,1194
51.97,1208
51.99,1241
52.01,1240
52.03,1230
52.05,1241
52.07,1255
52.09,1307
52.11,1295
52.13,1216
52.15,1213
52.17,1221
52.19,1266
52.21,1198
52.23,1290
52.25,1179
52.27,1184
52.29,1235
52.31,1219
52.33,1183
52.35,1250
52.37,1151
52.39,1193
52.41,1196
52.43,1218
52.45,1202
52.47,1159
52.49,1202
52.51,1207
52.53,1192
52.55,1139
52.57,1120
52.59,1204
52.61,1159
52.63,1162
52.65,1130
52.67,1175
52.69,1187
52.71,1170
52.73,1179
52.75,1160
52.77,1210
52.79,1234
52.81,1128
52.83,1148
52.85,1158
52.87,1185
52.89,1135
52.91,1190
52.93,1195
52.95,1104
52.97,1159
52.99,1159
53.01,1123
53.03,1153
53.05,1137
53.07,1126
53.09,1104
53.11,1120
53.13,1122
53.15,1193
53.17,1069
53.19,1139
53.21,1132
53.23,1087
53.25,1172
53.27,1053
53.29,1088
53.31,1182
53.33,1079
53.35,1041
53.37,1104
53.39,1095
53.41,1092
53.43,1121
53.45,1050
53.47,1097
53.49,1130
53.51,1131
53.53,1086
53.55,1164
53.57,1083
53.59,1104
53.61,1031
53.63,1148
53.65,1165
53.67,1095
53.69,1066
53.71,1114
53.73,1044
53.75,1105
53.77,1087
53.79,1100
53.81,1072
53.83,1120
53.85,1108
53.87,1101
53.89,1137
53.91,1136
53.93,1089
53.95,1091
53.97,1114
53.99,1044
54.01,1071
54.03,1035
54.05,1112
54.07,1083
54.09,1058
54.11,1082
54.13,1092
54.15,1022
54.17,1036
54.19,1036
54.21,1011
54.23,1049
54.25,1024
54.27,1075
54.29,1080
54.31,1089
54.33,1083
54.35,1053
54.37,1045
54.39,1056
54.41,1058
54.43,1028
54.45,1029
54.47,1048
54.49,1056
54.51,997
54.53,1058
54.55,1023
54.57,985
54.59,1076
54.61,998
54.63,968
54.65,942
54.67,1001
54.69,1072
54.71,1064
54.73,1012
54.75,1081
54.77,1036
54.79,1053
54.81,1016
54.83,1069
54.85,1020
54.87,1036
54.89,985
54.91,1006
54.93,990
54.95,1065
54.97,997
54.99,1005
55.01,1015
55.03,1039
55.05,1002
55.07,1005
55.09,998
55.11,1108
55.13,983
55.15,924
55.17,996
55.19,1023
55.21,1003
55.23,1021
55.25,1060
55.27,1006
55.29,951
55.31,1048
55.33,973
55.35,956
55.37,1022
55.39,958
55.41,976
55.43,965
55.45,897
55.47,948
55.49,988
55.51,972
55.53,955
55.55,966
55.57,970
55.59,931
55.61,975
55.63,1015
55.65,1010
55.67,1020
55.69,1004
55.71,996
55.73,957
55.75,960
55.77,1020
55.79,961
55.81,990
55.83,962
55.85,1021
55.87,976
55.89,981
55.91,965
55.93,969
55.95,967
55.97,981
55.99,940
56.01,921
56.03,925
56.05,995
56.07,916
56.09,914
56.11,999
56.13,978
56.15,913
56.17,859
56.19,937
56.21,969
56.23,901
56.25,930
56.27,929
56.29,997
56.31,945
56.33,927
56.35,922
56.37,958
56.39,970
56.41,945
56.43,922
56.45,959
56.47,957
56.49,947
56.51,918
56.53,980
56.55,981
56.57,955
56.59,949
56.61,904
56.63,919
56.65,929
56.67,902
56.69,893
56.71,900
56.73,971
56.75,920
56.77,975
56.79,911
56.81,952
56.83,921
56.85,904
56.87,944
56.89,965
56.91,891
56.93,911
56.95,940
56.97,966
56.99,908
57.01,905
57.03,892
57.05,939
57.07,951
57.09,916
57.11,899
57.13,860
57.15,878
57.17,913
57.19,888
57.21,902
57.23,863
57.25,885
57.27,894
57.29,923
57.31,900
57.33,950
57.35,862
57.37,920
57.39,951
57.41,845
57.43,888
57.45,897
57.47,891
57.49,907
57.51,917
57.53,876
57.55,898
57.57,845
57.59,894
57.61,925
57.63,899
57.65,894
57.67,909
57.69,901
57.71,905
57.73,841
57.75,905
57.77,835
57.79,887
57.81,908
57.83,874
57.85,915
57.87,910
57.89,850
57.91,835
57.93,886
57.95,877
57.97,829
57.99,855
58.01,844
58.03,910
58.05,853
58.07,836
58.09,877
58.11,913
58.13,850
58.15,884
58.17,821
58.19,838
58.21,854
58.23,840
58.25,884
58.27,868
58.29,904
58.31,835
58.33,858
58.35,835
58.37,869
58.39,828
58.41,861
58.43,859
58.45,872
58.47,906
58.49,867
58.51,839
58.53,847
58.55,871
58.57,874
58.59,877
58.61,887
58.63,886
58.65,846
58.67,814
58.69,847
58.71,860
58.73,837
58.75,889
58.77,800
58.79,889
58.81,850
58.83,818
58.85,787
58.87,815
58.89,801
58.91,848
58.93,820
58.95,811
58.97,843
58.99,833
59.01,847
59.03,847
59.05,772
59.07,804
59.09,812
59.11,879
59.13,806
59.15,817
59.17,800
59.19,873
59.21,830
59.23,832
59.25,834
59.27,885
59.29,801
59.31,778
59.33,804
59.35,847
59.37,844
59.39,804
59.41,845
59.43,797
59.45,832
59.47,849
59.49,841
59.51,803
59.53,825
59.55,799
59.57,812
59.59,789
59.61,784
59.63,788
59.65,831
59.67,797
59.69,841
59.71,794
59.73,833
59.75,787
59.77,827
59.79,787
59.81,781
59.83,823
59.85,816
59.87,841
59.89,851
59.91,791
59.93,748
59.95,793
59.97,786
59.99,780
60.01,760
60.03,792
60.05,758
60.07,764
60.09,831
60.11,772
60.13,761
60.15,759
60.17,808
60.19,768
60.21,778
60.23,791
60.25,792
60.27,786
60.29,800
60.31,772
60.33,805
60.35,792
60.37,770
60.39,801
60.41,757
60.43,746
60.45,791
60.47,758
60.49,730
60.51,790
60.53,811
60.55,761
60.57,779
60.59,754
60.61,741
60.63,761
60.65,815
60.67,723
60.69,795
60.71,789
60.73,713
60.75,754
60.77,789
60.79,743
60.81,805
60.83,815
60.85,768
60.87,745
60.89,757
60.91,740
60.93,811
60.95,714
60.97,783
60.99,757
61.01,787
61.03,760
61.05,753
61.07,720
61.09,756
61.11,757
61.13,784
61.15,817
61.17,776
61.19,779
61.21,761
61.23,775
61.25,800
61.27,751
61.29,751
61.31,777
61.33,776
61.35,804
61.37,752
61.39,712
61.41,768
61.43,740
61.45,734
61.47,736
61.49,712
61.51,772
61.53,776
61.55,704
61.57,702
61.59,701
61.61,752
61.63,739
61.65,753
61.67,733
61.69,764
61.71,714
61.73,797
61.75,769
61.77,812
61.79,682
61.81,720
61.83,772
61.85,713
61.87,750
61.89,707
61.91,734
61.93,749
61.95,759
61.97,733
61.99,764
62.01,737
62.03,714
62.05,779
62.07,773
62.09,759
62.11,741
62.13,762
62.15,770
62.17,703
62.19,739
62.21,765
62.23,725
62.25,687
62.27,767
62.29,686
62.31,748
62.33,771
62.35,730
62.37,764
62.39,743
62.41,719
62.43,723
62.45,793
62.47,720
62.49,676
62.51,741
62.53,711
62.55,776
62.57,743
62.59,772
62.61,748
62.63,758
62.65,724
62.67,742
62.69,697
62.71,747
62.73,748
62.75,746
62.77,764
62.79,734
62.81,788
62.83,773
62.85,717
62.87,751
62.89,758
62.91,690
62.93,745
62.95,711
62.97,716
62.99,760
63.01,690
63.03,695
63.05,726
63.07,744
63.09,733
63.11,756
63.13,715
63.15,724
63.17,713
63.19,692
63.21,774
63.23,703
63.25,699
63.27,771
63.29,715
63.31,730
63.33,686
63.35,712
63.37,742
63.39,716
63.41,732
63.43,706
63.45,719
63.47,704
63.49,719
63.51,689
63.53,755
63.55,730
63.57,708
63.59,719
63.61,745
63.63,784
63.65,734
63.67,700
63.69,701
63.71,696
63.73,734
63.75,710
63.77,723
63.79,750
63.81,683
63.83,690
63.85,685
63.87,745
63.89,750
63.91,666
63.93,737
63.95,718
63.97,777
63.99,715
64.01,774
64.03,721
64.05,726
64.07,742
64.09,690
64.11,732
64.13,750
64.15,721
64.17,735
64.19,768
64.21,722
64.23,802
64.25,729
64.27,698
64.29,702
64.31,703
64.33,743
64.35,728
64.37,737
64.39,748
64.41,756
64.43,684
64.45,697
64.47,725
64.49,686
64.51,723
64.53,683
64.55,686
64.57,765
64.59,736
64.61,753
64.63,749
64.65,767
64.67,710
64.69,711
64.71,712
64.73,698
64.75,754
64.77,712
64.79,722
64.81,738
64.83,721
64.85,747
64.87,709
64.89,706
64.91,700
64.93,713
64.95,689
64.97,740
64.99,705
65.01,718
65.03,659
65.05,680
65.07,728
65.09,716
65.11,780
65.13,676
65.15,722
65.17,782
65.19,697
65.21,762
65.23,697
65.25,717
65.27,701
65.29,721
65.31,678
65.33,668
65.35,651
65.37,685
65.39,729
65.41,709
65.43,676
65.45,716
65.47,691
65.49,685
65.51,730
65.53,721
65.55,734
65.57,673
65.59,684
65.61,739
65.63,733
65.65,704
65.67,677
65.69,727
65.71,680
65.73,735
65.75,765
65.77,702
65.79,717
65.81,693
65.83,692
65.85,743
65.87,741
65.89,688
65.91,700
65.93,686
65.95,732
65.97,682
65.99,713
66.01,777
66.03,685
66.05,741
66.07,694
66.09,714
66.11,705
66.13,665
66.15,716
66.17,689
66.19,671
66.21,703
66.23,709
66.25,717
66.27,723
66.29,703
66.31,726
66.33,721
66.35,686
66.37,683
66.39,718
66.41,694
66.43,701
66.45,727
66.47,718
66.49,729
66.51,695
66.53,693
66.55,718
66.57,661
66.59,723
66.61,706
66.63,733
66.65,700
66.67,733
66.69,695
66.71,723
66.73,732
66.75,705
66.77,693
66.79,711
66.81,699
66.83,715
66.85,722
66.87,689
66.89,694
66.91,679
66.93,719
66.95,721
66.97,674
66.99,730
67.01,698
67.03,670
67.05,713
67.07,688
67.09,692
67.11,684
67.13,687
67.15,715
67.17,731
67.19,646
67.21,727
67.23,682
67.25,669
67.27,684
67.29,714
67.31,732
67.33,674
67.35,673
67.37,726
67.39,747
67.41,718
67.43,678
67.45,726
67.47,689
67.49,634
67.51,701
67.53,715
67.55,732
67.57,645
67.59,747
67.61,669
67.63,739
67.65,651
67.67,725
67.69,702
67.71,694
67.73,708
67.75,719
67.77,693
67.79,656
67.81,750
67.83,729
67.85,723
67.87,687
67.89,713
67.91,705
67.93,687
67.95,684
67.97,740
67.99,717
68.01,750
68.03,723
68.05,713
68.07,714
68.09,715
68.11,686
68.13,677
68.15,722
68.17,701
68.19,698
68.21,673
68.23,676
68.25,641
68.27,682
68.29,702
68.31,717
68.33,705
68.35,687
68.37,681
68.39,703
68.41,689
68.43,733
68.45,710
68.47,690
68.49,644
68.51,655
68.53,710
68.55,639
68.57,697
68.59,669
68.61,700
68.63,657
68.65,666
68.67,710
68.69,715
68.71,717
68.73,692
68.75,704
68.77,688
68.79,737
68.81,686
68.83,657
68.85,709
68.87,705
68.89,698
68.91,668
68.93,734
68.95,707
68.97,684
68.99,705
69.01,719
69.03,683
69.05,678
69.07,706
69.09,651
69.11,610
69.13,716
69.15,719
69.17,725
69.19,635
69.21,701
69.23,746
69.25,643
69.27,708
69.29,690
69.31,684
69.33,739
69.35,715
69.37,733
69.39,708
69.41,628
69.43,676
69.45,707
69.47,700
69.49,680
69.51,716
69.53,711
69.55,673
69.57,708
69.59,701
69.61,723
69.63,657
69.65,720
69.67,704
69.69,707
69.71,695
69.73,686
69.75,731
69.77,720
69.79,672
69.81,700
69.83,766
69.85,697
69.87,708
69.89,729
69.91,724
69.93,678
69.95,736
69.97,677
69.99,699
